subject,pair_id,target_session_abs_idx,target_session_label,train_local_idx,train_session_abs_idx,train_session_label,feature,dist_type,dist_est,dist_lwr,dist_upr,is_near_bridge,is_final_source,is_bdp_far_raw,is_bdp_proxy_source_fb,is_bdp_proxy_target_fb,is_mmp_proxy_source,is_mmp_proxy_target,is_best_nearest,degraded,partition_mode
3,0,0,0train,0,1,1train,CSP,mmd,0.06648386568291509,0.03763391667049956,0.10744236838440122,True,True,False,False,False,False,True,True,True,
3,0,0,0train,1,2,2train,CSP,mmd,0.11415926977872365,0.08129072780892406,0.1510708604275192,True,True,False,False,False,True,False,False,True,
3,0,0,0train,2,3,3test,CSP,mmd,0.10559308031264894,0.0741534408028833,0.1429921577699972,True,True,False,False,False,True,False,False,True,
3,0,0,0train,3,4,4test,CSP,mmd,0.0747461402666752,0.04541308714963547,0.12406176609499674,True,True,False,False,False,True,False,False,True,
3,0,0,0train,0,1,1train,logvar,mmd,0.03025829489097342,0.011995199025103112,0.05885948031508049,True,True,False,False,False,False,True,True,True,
3,0,0,0train,1,2,2train,logvar,mmd,0.0822358541090512,0.05772354099478545,0.1072278414371158,True,True,False,False,False,True,False,False,True,
3,0,0,0train,2,3,3test,logvar,mmd,0.08784220914102066,0.057193305893549165,0.12745897748764726,True,True,False,False,False,True,False,False,True,
3,0,0,0train,3,4,4test,logvar,mmd,0.053595318733196846,0.02682174464567522,0.08752711905646875,True,True,False,False,False,True,False,False,True,
3,0,0,0train,0,1,1train,TS,mmd,0.0363569718553932,0.019099905269457824,0.07396784635239333,True,True,False,False,False,False,True,True,True,
3,0,0,0train,1,2,2train,TS,mmd,0.06506949839091958,0.04634716283177345,0.09492546804648018,True,True,False,False,False,True,False,False,True,
3,0,0,0train,2,3,3test,TS,mmd,0.09721305503720737,0.06408325922444527,0.13900353758774667,True,True,False,False,False,True,False,False,True,
3,0,0,0train,3,4,4test,TS,mmd,0.04896055981638755,0.0328753984600879,0.0782593489563584,True,True,False,False,False,True,False,False,True,
3,1,1,1train,0,0,0train,CSP,mmd,0.06264489720196689,0.02947869470808125,0.10666440838754576,True,True,False,False,True,False,True,True,False,normal
3,1,1,1train,1,2,2train,CSP,mmd,0.16317978574911554,0.10914393160587156,0.22307356768893186,False,False,True,True,False,False,False,False,False,normal
3,1,1,1train,2,3,3test,CSP,mmd,0.15653769186716537,0.11703711454728126,0.2102583863320878,False,False,True,True,False,False,False,False,False,normal
3,1,1,1train,3,4,4test,CSP,mmd,0.09290079059353382,0.054154318049361085,0.13736680878687216,True,True,False,False,True,True,False,False,False,normal
3,1,1,1train,0,0,0train,logvar,mmd,0.03442969059345412,0.015397483758534085,0.06110702048581257,True,True,False,False,True,False,True,True,False,normal
3,1,1,1train,1,2,2train,logvar,mmd,0.11354062737316109,0.07365424548160555,0.15877627728878146,False,False,True,True,False,False,False,False,False,normal
3,1,1,1train,2,3,3test,logvar,mmd,0.11050176867568907,0.0711322088837464,0.15511782570078178,False,False,True,True,False,False,False,False,False,normal
3,1,1,1train,3,4,4test,logvar,mmd,0.061754452345382994,0.034185737071322886,0.09642650749939435,True,True,False,False,True,True,False,False,False,normal
3,1,1,1train,0,0,0train,TS,mmd,0.03777604992709334,0.017323820988695178,0.06988549730822663,True,True,False,False,False,False,True,True,True,
3,1,1,1train,1,2,2train,TS,mmd,0.09813054123235218,0.06382296675306284,0.1452539064321511,True,True,False,False,False,True,False,False,True,
3,1,1,1train,2,3,3test,TS,mmd,0.10930524471323738,0.06772530832257612,0.1536161760884207,True,True,False,False,False,True,False,False,True,
3,1,1,1train,3,4,4test,TS,mmd,0.05550441411277801,0.03564769013488333,0.08716899465063375,True,True,False,False,False,True,False,False,True,
3,2,2,2train,0,0,0train,CSP,mmd,0.08803190515353641,0.0608413835051721,0.12409587709313376,True,True,False,False,True,True,False,False,False,normal
3,2,2,2train,1,1,1train,CSP,mmd,0.14592389277569662,0.10454615471137448,0.20918319953027426,False,False,True,True,False,False,False,False,False,normal
3,2,2,2train,2,3,3test,CSP,mmd,0.036826704072574414,0.019200306871179053,0.06191534785529434,True,True,False,False,True,False,True,True,False,normal
3,2,2,2train,3,4,4test,CSP,mmd,0.0769820802118585,0.04963893519573826,0.11057846601495601,True,True,False,False,True,True,False,False,False,normal
3,2,2,2train,0,0,0train,logvar,mmd,0.0981163951129923,0.07124071418424116,0.13138343013680545,True,True,False,False,True,True,False,False,False,normal
3,2,2,2train,1,1,1train,logvar,mmd,0.13056913738479584,0.09530893603362048,0.17116010374739368,False,False,True,True,False,False,False,False,False,normal
3,2,2,2train,2,3,3test,logvar,mmd,0.044301211365748855,0.02283856072622045,0.07731226482890877,True,True,False,False,True,False,True,True,False,normal
3,2,2,2train,3,4,4test,logvar,mmd,0.06796708708124694,0.038979331853038375,0.10276622992907068,True,True,False,False,True,True,False,False,False,normal
3,2,2,2train,0,0,0train,TS,mmd,0.0729356427145063,0.05362841182605624,0.09481541441679628,True,True,False,False,False,True,False,False,True,
3,2,2,2train,1,1,1train,TS,mmd,0.09333120436999705,0.06859007747661353,0.12347408100939568,True,True,False,False,False,True,False,False,True,
3,2,2,2train,2,3,3test,TS,mmd,0.05489152868231731,0.03544237790274812,0.08378164869617709,True,True,False,False,False,False,True,True,True,
3,2,2,2train,3,4,4test,TS,mmd,0.05717186825941063,0.03458372855964604,0.08070753041131658,True,True,False,False,False,True,False,False,True,
3,3,3,3test,0,0,0train,CSP,mmd,0.1142783333398566,0.08216538633542454,0.1523035471265629,False,False,True,True,False,False,False,False,False,normal
3,3,3,3test,1,1,1train,CSP,mmd,0.13450968326000065,0.09769092431056092,0.17174501660037833,False,False,True,True,False,False,False,False,False,normal
3,3,3,3test,2,2,2train,CSP,mmd,0.03828583285492179,0.01902272779492089,0.06456577363277209,True,True,False,False,True,False,True,True,False,normal
3,3,3,3test,3,4,4test,CSP,mmd,0.09574146810310111,0.062704018059193,0.13691975784966545,True,True,False,False,True,True,False,False,False,normal
3,3,3,3test,0,0,0train,logvar,mmd,0.09852594695124696,0.06737964331408076,0.12941663240557869,True,True,False,False,False,True,False,False,True,
3,3,3,3test,1,1,1train,logvar,mmd,0.10073202415628525,0.07138414272126875,0.1435820766995637,True,True,False,False,False,True,False,False,True,
3,3,3,3test,2,2,2train,logvar,mmd,0.04850654118345203,0.028181068727531292,0.0752201306637136,True,True,False,False,False,False,True,True,True,
3,3,3,3test,3,4,4test,logvar,mmd,0.10157965571419261,0.060428225906009624,0.15187877174754796,True,True,False,False,False,True,False,False,True,
3,3,3,3test,0,0,0train,TS,mmd,0.0747786106770752,0.05446180861618687,0.09773782707289855,True,True,False,False,False,True,False,False,True,
3,3,3,3test,1,1,1train,TS,mmd,0.0798321537328179,0.058767521354571056,0.10495836688654485,True,True,False,False,False,True,False,False,True,
3,3,3,3test,2,2,2train,TS,mmd,0.05231232822312419,0.033405738330721885,0.07216685592390652,True,True,False,False,False,False,True,True,True,
3,3,3,3test,3,4,4test,TS,mmd,0.07270633492979989,0.05084537143234769,0.09896406145672504,True,True,False,False,False,True,False,False,True,
3,4,4,4test,0,0,0train,CSP,mmd,0.06400222502656595,0.03602023323435665,0.10413273844533966,True,True,False,False,False,False,True,True,True,
3,4,4,4test,1,1,1train,CSP,mmd,0.11076802609484863,0.07450477225340904,0.15014430140609172,True,True,False,False,False,True,False,False,True,
3,4,4,4test,2,2,2train,CSP,mmd,0.09939974521215236,0.05734775947878703,0.15578901566368555,True,True,False,False,False,True,False,False,True,
3,4,4,4test,3,3,3test,CSP,mmd,0.11229831910500128,0.0662592911880101,0.16358087861339374,True,True,False,False,False,True,False,False,True,
3,4,4,4test,0,0,0train,logvar,mmd,0.05454219450290531,0.02766462737217041,0.10068285201900692,True,True,False,False,False,False,True,True,True,
3,4,4,4test,1,1,1train,logvar,mmd,0.06756892753763907,0.04048341842084084,0.10538622040047897,True,True,False,False,False,True,False,False,True,
3,4,4,4test,2,2,2train,logvar,mmd,0.07810855903811921,0.03636499878067632,0.12735128132541704,True,True,False,False,False,True,False,False,True,
3,4,4,4test,3,3,3test,logvar,mmd,0.12948382664685162,0.0814069046349081,0.18522934989256135,True,True,False,False,False,True,False,False,True,
3,4,4,4test,0,0,0train,TS,mmd,0.04721320724104384,0.029147047000372295,0.08438496509986577,True,True,False,False,False,False,True,True,True,
3,4,4,4test,1,1,1train,TS,mmd,0.054709676779524645,0.03700249408087077,0.07980387264148141,True,True,False,False,False,True,False,False,True,
3,4,4,4test,2,2,2train,TS,mmd,0.0696080254788681,0.04146607083074224,0.1039626797216781,True,True,False,False,False,True,False,False,True,
3,4,4,4test,3,3,3test,TS,mmd,0.11638062562467749,0.07553775959460267,0.1645158623188183,True,True,False,False,False,True,False,False,True,
