subject,dataset,pipeline,feature,classifier,da,method_row,pair_id,target_id,seed_used,ci_alpha,code_protocol_version,feature_fit_protocol,dist_type,partition_mode,proxy_direction,borrowed_local_idx,borrowed_abs_idx,combiner,harmonize,score_mode,stage,local_idx,session_abs_idx,session_label,role,is_best,weight,dist_to_session,dist_est_method,dist_est,dist_lwr,dist_upr
8,bnci004,MMP_merge_then_adapt,CSP,lda,none,0,0,0,3761,0.05,no_leakage_v1_alpha005,gate_all_sources_proxy_source_only_final_training_only,mmd,,,,,merge_then_adapt,coral,near_nearest_proxy,main,0.0,1,1train,nearest,True,1.0,0.0,direct,0.07317936255874885,0.04448290597106958,0.1068332173308418
8,bnci004,MMP_merge_then_adapt,CSP,lda,none,0,0,0,3761,0.05,no_leakage_v1_alpha005,gate_all_sources_proxy_source_only_final_training_only,mmd,,,,,merge_then_adapt,coral,near_nearest_proxy,anchor,0.0,1,1train,target,False,,0.0,direct,0.07317936255874885,0.04448290597106958,0.1068332173308418
8,bnci004,MMP_merge_then_adapt,CSP,lda,none,0,0,0,3761,0.05,no_leakage_v1_alpha005,gate_all_sources_proxy_source_only_final_training_only,mmd,,,,,merge_then_adapt,coral,near_nearest_proxy,final,0.0,1,1train,train,True,1.0,0.0,direct,0.07317936255874885,0.04448290597106958,0.1068332173308418
8,bnci004,MMP_merge_then_adapt,CSP,lda,none,0,0,0,3761,0.05,no_leakage_v1_alpha005,gate_all_sources_proxy_source_only_final_training_only,mmd,,,,,merge_then_adapt,coral,near_nearest_proxy,main,1.0,2,2train,far,False,,0.0,direct,0.3184729968907115,0.2762944992743528,0.35544508389202256
8,bnci004,MMP_merge_then_adapt,CSP,lda,none,0,0,0,3761,0.05,no_leakage_v1_alpha005,gate_all_sources_proxy_source_only_final_training_only,mmd,,,,,merge_then_adapt,coral,near_nearest_proxy,anchor,1.0,2,2train,not_used,False,,0.0,direct,0.3184729968907115,0.2762944992743528,0.35544508389202256
8,bnci004,MMP_merge_then_adapt,CSP,lda,none,0,0,0,3761,0.05,no_leakage_v1_alpha005,gate_all_sources_proxy_source_only_final_training_only,mmd,,,,,merge_then_adapt,coral,near_nearest_proxy,final,1.0,2,2train,not_used,False,,0.0,direct,0.3184729968907115,0.2762944992743528,0.35544508389202256
8,bnci004,MMP_merge_then_adapt,CSP,lda,none,0,0,0,3761,0.05,no_leakage_v1_alpha005,gate_all_sources_proxy_source_only_final_training_only,mmd,,,,,merge_then_adapt,coral,near_nearest_proxy,main,2.0,3,3test,far,False,,0.0,direct,0.17596708781965315,0.1366533281350036,0.22144823472906447
8,bnci004,MMP_merge_then_adapt,CSP,lda,none,0,0,0,3761,0.05,no_leakage_v1_alpha005,gate_all_sources_proxy_source_only_final_training_only,mmd,,,,,merge_then_adapt,coral,near_nearest_proxy,anchor,2.0,3,3test,second_nearest_fallback_source,False,1.0,0.0,direct,0.17596708781965315,0.1366533281350036,0.22144823472906447
8,bnci004,MMP_merge_then_adapt,CSP,lda,none,0,0,0,3761,0.05,no_leakage_v1_alpha005,gate_all_sources_proxy_source_only_final_training_only,mmd,,,,,merge_then_adapt,coral,near_nearest_proxy,final,2.0,3,3test,not_used,False,,0.0,direct,0.17596708781965315,0.1366533281350036,0.22144823472906447
8,bnci004,MMP_merge_then_adapt,CSP,lda,none,0,0,0,3761,0.05,no_leakage_v1_alpha005,gate_all_sources_proxy_source_only_final_training_only,mmd,,,,,merge_then_adapt,coral,near_nearest_proxy,main,3.0,4,4test,far,False,,0.0,direct,0.29040583087678506,0.2497102681437763,0.33161846605461465
8,bnci004,MMP_merge_then_adapt,CSP,lda,none,0,0,0,3761,0.05,no_leakage_v1_alpha005,gate_all_sources_proxy_source_only_final_training_only,mmd,,,,,merge_then_adapt,coral,near_nearest_proxy,anchor,3.0,4,4test,not_used,False,,0.0,direct,0.29040583087678506,0.2497102681437763,0.33161846605461465
8,bnci004,MMP_merge_then_adapt,CSP,lda,none,0,0,0,3761,0.05,no_leakage_v1_alpha005,gate_all_sources_proxy_source_only_final_training_only,mmd,,,,,merge_then_adapt,coral,near_nearest_proxy,final,3.0,4,4test,not_used,False,,0.0,direct,0.29040583087678506,0.2497102681437763,0.33161846605461465
8,bnci004,MMP_merge_then_adapt,CSP,lda,none,0,0,0,3761,0.05,no_leakage_v1_alpha005,gate_all_sources_proxy_source_only_final_training_only,mmd,,,,,merge_then_adapt,coral,near_nearest_proxy,main,,0,0train,target,False,,,,,,
8,bnci004,MMP_merge_then_adapt,CSP,lda,none,0,0,0,3761,0.05,no_leakage_v1_alpha005,gate_all_sources_proxy_source_only_final_training_only,mmd,,,,,merge_then_adapt,coral,near_nearest_proxy,final,,0,0train,target,False,,,,,,
8,bnci004,MMP_merge_then_adapt,CSP,lda,none,0,1,1,3792,0.05,no_leakage_v1_alpha005,gate_all_sources_proxy_source_only_final_training_only,mmd,,,,,merge_then_adapt,coral,near_nearest_proxy,main,0.0,0,0train,nearest,True,0.5235676210020249,1.0,direct,0.07627039939790692,0.047472412618999114,0.11102266575990674
8,bnci004,MMP_merge_then_adapt,CSP,lda,none,0,1,1,3792,0.05,no_leakage_v1_alpha005,gate_all_sources_proxy_source_only_final_training_only,mmd,,,,,merge_then_adapt,coral,near_nearest_proxy,anchor,0.0,0,0train,target,False,,1.0,direct,0.07627039939790692,0.047472412618999114,0.11102266575990674
8,bnci004,MMP_merge_then_adapt,CSP,lda,none,0,1,1,3792,0.05,no_leakage_v1_alpha005,gate_all_sources_proxy_source_only_final_training_only,mmd,,,,,merge_then_adapt,coral,near_nearest_proxy,final,0.0,0,0train,train,True,0.5235676210020249,1.0,direct,0.07627039939790692,0.047472412618999114,0.11102266575990674
8,bnci004,MMP_merge_then_adapt,CSP,lda,none,0,1,1,3792,0.05,no_leakage_v1_alpha005,gate_all_sources_proxy_source_only_final_training_only,mmd,,,,,merge_then_adapt,coral,near_nearest_proxy,main,1.0,2,2train,far,False,,1.0,direct,0.20298288118096225,0.1571060258252296,0.2512337889809441
8,bnci004,MMP_merge_then_adapt,CSP,lda,none,0,1,1,3792,0.05,no_leakage_v1_alpha005,gate_all_sources_proxy_source_only_final_training_only,mmd,,,,,merge_then_adapt,coral,near_nearest_proxy,anchor,1.0,2,2train,not_used,False,,1.0,direct,0.20298288118096225,0.1571060258252296,0.2512337889809441
8,bnci004,MMP_merge_then_adapt,CSP,lda,none,0,1,1,3792,0.05,no_leakage_v1_alpha005,gate_all_sources_proxy_source_only_final_training_only,mmd,,,,,merge_then_adapt,coral,near_nearest_proxy,final,1.0,2,2train,not_used,False,,1.0,direct,0.20298288118096225,0.1571060258252296,0.2512337889809441
8,bnci004,MMP_merge_then_adapt,CSP,lda,none,0,1,1,3792,0.05,no_leakage_v1_alpha005,gate_all_sources_proxy_source_only_final_training_only,mmd,,,,,merge_then_adapt,coral,near_nearest_proxy,main,2.0,3,3test,near,False,0.47643237899797514,1.0,direct,0.08381621497863839,0.05452863072852353,0.12041058238215704
8,bnci004,MMP_merge_then_adapt,CSP,lda,none,0,1,1,3792,0.05,no_leakage_v1_alpha005,gate_all_sources_proxy_source_only_final_training_only,mmd,,,,,merge_then_adapt,coral,near_nearest_proxy,anchor,2.0,3,3test,proxy_source,False,1.0,1.0,direct,0.08381621497863839,0.05452863072852353,0.12041058238215704
8,bnci004,MMP_merge_then_adapt,CSP,lda,none,0,1,1,3792,0.05,no_leakage_v1_alpha005,gate_all_sources_proxy_source_only_final_training_only,mmd,,,,,merge_then_adapt,coral,near_nearest_proxy,final,2.0,3,3test,train,False,0.47643237899797514,1.0,direct,0.08381621497863839,0.05452863072852353,0.12041058238215704
8,bnci004,MMP_merge_then_adapt,CSP,lda,none,0,1,1,3792,0.05,no_leakage_v1_alpha005,gate_all_sources_proxy_source_only_final_training_only,mmd,,,,,merge_then_adapt,coral,near_nearest_proxy,main,3.0,4,4test,far,False,,1.0,direct,0.17341343610185042,0.12882062290594792,0.22703525291989315
8,bnci004,MMP_merge_then_adapt,CSP,lda,none,0,1,1,3792,0.05,no_leakage_v1_alpha005,gate_all_sources_proxy_source_only_final_training_only,mmd,,,,,merge_then_adapt,coral,near_nearest_proxy,anchor,3.0,4,4test,not_used,False,,1.0,direct,0.17341343610185042,0.12882062290594792,0.22703525291989315
8,bnci004,MMP_merge_then_adapt,CSP,lda,none,0,1,1,3792,0.05,no_leakage_v1_alpha005,gate_all_sources_proxy_source_only_final_training_only,mmd,,,,,merge_then_adapt,coral,near_nearest_proxy,final,3.0,4,4test,not_used,False,,1.0,direct,0.17341343610185042,0.12882062290594792,0.22703525291989315
8,bnci004,MMP_merge_then_adapt,CSP,lda,none,0,1,1,3792,0.05,no_leakage_v1_alpha005,gate_all_sources_proxy_source_only_final_training_only,mmd,,,,,merge_then_adapt,coral,near_nearest_proxy,main,,1,1train,target,False,,,,,,
8,bnci004,MMP_merge_then_adapt,CSP,lda,none,0,1,1,3792,0.05,no_leakage_v1_alpha005,gate_all_sources_proxy_source_only_final_training_only,mmd,,,,,merge_then_adapt,coral,near_nearest_proxy,final,,1,1train,target,False,,,,,,
