subject,pipeline,method_row,pair_id,feature,classifier,da,proxy_acc,score_mode,partition_mode,degraded
9,MMP_merge_then_adapt,0,0,CSP,lda,none,0.5833333333333334,mmp_near_nearest_proxy,normal,False
9,BDP,0,0,CSP,lda,none,0.5666666666666667,bridge_proxy_far_to_bridge,normal,False
9,BDP_bridge_to_far,0,0,CSP,lda,none,0.771875,bridge_proxy_bridge_to_far,normal,False
9,MMP_merge_then_adapt,1,0,CSP,lda,sa,0.6416666666666667,mmp_near_nearest_proxy,normal,False
9,BDP,1,0,CSP,lda,sa,0.6166666666666667,bridge_proxy_far_to_bridge,normal,False
9,BDP_bridge_to_far,1,0,CSP,lda,sa,0.80625,bridge_proxy_bridge_to_far,normal,False
9,MMP_merge_then_adapt,2,0,CSP,lda,pt,0.6333333333333333,mmp_near_nearest_proxy,normal,False
9,BDP,2,0,CSP,lda,pt,0.6166666666666667,bridge_proxy_far_to_bridge,normal,False
9,BDP_bridge_to_far,2,0,CSP,lda,pt,0.771875,bridge_proxy_bridge_to_far,normal,False
9,MMP_merge_then_adapt,3,0,CSP,lda,coral,0.5333333333333333,mmp_near_nearest_proxy,normal,False
9,BDP,3,0,CSP,lda,coral,0.525,bridge_proxy_far_to_bridge,normal,False
9,BDP_bridge_to_far,3,0,CSP,lda,coral,0.575,bridge_proxy_bridge_to_far,normal,False
9,MMP_merge_then_adapt,4,0,CSP,svm_radial,none,0.6,mmp_near_nearest_proxy,normal,False
9,BDP,4,0,CSP,svm_radial,none,0.6333333333333333,bridge_proxy_far_to_bridge,normal,False
9,BDP_bridge_to_far,4,0,CSP,svm_radial,none,0.61875,bridge_proxy_bridge_to_far,normal,False
9,MMP_merge_then_adapt,5,0,CSP,svm_radial,sa,0.6416666666666667,mmp_near_nearest_proxy,normal,False
9,BDP,5,0,CSP,svm_radial,sa,0.6416666666666667,bridge_proxy_far_to_bridge,normal,False
9,BDP_bridge_to_far,5,0,CSP,svm_radial,sa,0.7125,bridge_proxy_bridge_to_far,normal,False
9,MMP_merge_then_adapt,6,0,CSP,svm_radial,pt,0.675,mmp_near_nearest_proxy,normal,False
9,BDP,6,0,CSP,svm_radial,pt,0.6083333333333333,bridge_proxy_far_to_bridge,normal,False
9,BDP_bridge_to_far,6,0,CSP,svm_radial,pt,0.778125,bridge_proxy_bridge_to_far,normal,False
9,MMP_merge_then_adapt,7,0,CSP,svm_radial,coral,0.6333333333333333,mmp_near_nearest_proxy,normal,False
9,BDP,7,0,CSP,svm_radial,coral,0.525,bridge_proxy_far_to_bridge,normal,False
9,BDP_bridge_to_far,7,0,CSP,svm_radial,coral,0.575,bridge_proxy_bridge_to_far,normal,False
9,MMP_merge_then_adapt,8,0,logvar,lda,none,0.6,mmp_near_nearest_proxy,normal,False
9,BDP,8,0,logvar,lda,none,0.5916666666666667,bridge_proxy_far_to_bridge,normal,False
9,BDP_bridge_to_far,8,0,logvar,lda,none,0.765625,bridge_proxy_bridge_to_far,normal,False
9,MMP_merge_then_adapt,9,0,logvar,lda,sa,0.5916666666666667,mmp_near_nearest_proxy,normal,False
9,BDP,9,0,logvar,lda,sa,0.5916666666666667,bridge_proxy_far_to_bridge,normal,False
9,BDP_bridge_to_far,9,0,logvar,lda,sa,0.7875,bridge_proxy_bridge_to_far,normal,False
9,MMP_merge_then_adapt,10,0,logvar,lda,pt,0.5583333333333333,mmp_near_nearest_proxy,normal,False
9,BDP,10,0,logvar,lda,pt,0.6,bridge_proxy_far_to_bridge,normal,False
9,BDP_bridge_to_far,10,0,logvar,lda,pt,0.75,bridge_proxy_bridge_to_far,normal,False
9,MMP_merge_then_adapt,11,0,logvar,lda,coral,0.5,mmp_near_nearest_proxy,normal,False
9,BDP,11,0,logvar,lda,coral,0.5,bridge_proxy_far_to_bridge,normal,False
9,BDP_bridge_to_far,11,0,logvar,lda,coral,0.5,bridge_proxy_bridge_to_far,normal,False
9,MMP_merge_then_adapt,12,0,logvar,svm_radial,none,0.5333333333333333,mmp_near_nearest_proxy,normal,False
9,BDP,12,0,logvar,svm_radial,none,0.575,bridge_proxy_far_to_bridge,normal,False
9,BDP_bridge_to_far,12,0,logvar,svm_radial,none,0.684375,bridge_proxy_bridge_to_far,normal,False
9,MMP_merge_then_adapt,13,0,logvar,svm_radial,sa,0.575,mmp_near_nearest_proxy,normal,False
9,BDP,13,0,logvar,svm_radial,sa,0.6166666666666667,bridge_proxy_far_to_bridge,normal,False
9,BDP_bridge_to_far,13,0,logvar,svm_radial,sa,0.659375,bridge_proxy_bridge_to_far,normal,False
9,MMP_merge_then_adapt,14,0,logvar,svm_radial,pt,0.6,mmp_near_nearest_proxy,normal,False
