subject,dataset,pipeline,feature,classifier,da,method_row,pair_id,target_id,seed_used,ci_alpha,code_protocol_version,feature_fit_protocol,dist_type,partition_mode,proxy_direction,borrowed_local_idx,borrowed_abs_idx,combiner,harmonize,score_mode,stage,local_idx,session_abs_idx,session_label,role,is_best,weight,dist_to_session,dist_est_method,dist_est,dist_lwr,dist_upr
3,bnci004,MMP_moe,CSP,lda,none,0,0,0,3956,0.05,no_leakage_v1_alpha005,gate_all_sources_proxy_source_only_final_training_only,mmd,,,,,moe,coral,near_nearest_proxy,main,0.0,1,1train,nearest,True,0.31911008704925,0.0,direct,0.06887253523917444,0.03947161638878324,0.10405279893256897
3,bnci004,MMP_moe,CSP,lda,none,0,0,0,3956,0.05,no_leakage_v1_alpha005,gate_all_sources_proxy_source_only_final_training_only,mmd,,,,,moe,coral,near_nearest_proxy,anchor,0.0,1,1train,target,False,,0.0,direct,0.06887253523917444,0.03947161638878324,0.10405279893256897
3,bnci004,MMP_moe,CSP,lda,none,0,0,0,3956,0.05,no_leakage_v1_alpha005,gate_all_sources_proxy_source_only_final_training_only,mmd,,,,,moe,coral,near_nearest_proxy,final,0.0,1,1train,train,True,0.31911008704925,0.0,direct,0.06887253523917444,0.03947161638878324,0.10405279893256897
3,bnci004,MMP_moe,CSP,lda,none,0,0,0,3956,0.05,no_leakage_v1_alpha005,gate_all_sources_proxy_source_only_final_training_only,mmd,,,,,moe,coral,near_nearest_proxy,main,1.0,2,2train,near,False,0.19010019342520162,0.0,direct,0.11561297928934922,0.0819237883105274,0.14696817684142713
3,bnci004,MMP_moe,CSP,lda,none,0,0,0,3956,0.05,no_leakage_v1_alpha005,gate_all_sources_proxy_source_only_final_training_only,mmd,,,,,moe,coral,near_nearest_proxy,anchor,1.0,2,2train,proxy_source,False,0.27919372839784146,0.0,direct,0.11561297928934922,0.0819237883105274,0.14696817684142713
3,bnci004,MMP_moe,CSP,lda,none,0,0,0,3956,0.05,no_leakage_v1_alpha005,gate_all_sources_proxy_source_only_final_training_only,mmd,,,,,moe,coral,near_nearest_proxy,final,1.0,2,2train,train,False,0.19010019342520162,0.0,direct,0.11561297928934922,0.0819237883105274,0.14696817684142713
3,bnci004,MMP_moe,CSP,lda,none,0,0,0,3956,0.05,no_leakage_v1_alpha005,gate_all_sources_proxy_source_only_final_training_only,mmd,,,,,moe,coral,near_nearest_proxy,main,2.0,3,3test,near,False,0.21205638132670443,0.0,direct,0.10364237865268855,0.0697531936030142,0.1467284689874498
3,bnci004,MMP_moe,CSP,lda,none,0,0,0,3956,0.05,no_leakage_v1_alpha005,gate_all_sources_proxy_source_only_final_training_only,mmd,,,,,moe,coral,near_nearest_proxy,anchor,2.0,3,3test,proxy_source,False,0.3114400394150689,0.0,direct,0.10364237865268855,0.0697531936030142,0.1467284689874498
3,bnci004,MMP_moe,CSP,lda,none,0,0,0,3956,0.05,no_leakage_v1_alpha005,gate_all_sources_proxy_source_only_final_training_only,mmd,,,,,moe,coral,near_nearest_proxy,final,2.0,3,3test,train,False,0.21205638132670443,0.0,direct,0.10364237865268855,0.0697531936030142,0.1467284689874498
3,bnci004,MMP_moe,CSP,lda,none,0,0,0,3956,0.05,no_leakage_v1_alpha005,gate_all_sources_proxy_source_only_final_training_only,mmd,,,,,moe,coral,near_nearest_proxy,main,3.0,4,4test,near,False,0.278733338198844,0.0,direct,0.0788494165579347,0.042842827843673534,0.12139749131521273
3,bnci004,MMP_moe,CSP,lda,none,0,0,0,3956,0.05,no_leakage_v1_alpha005,gate_all_sources_proxy_source_only_final_training_only,mmd,,,,,moe,coral,near_nearest_proxy,anchor,3.0,4,4test,proxy_source,False,0.4093662321870897,0.0,direct,0.0788494165579347,0.042842827843673534,0.12139749131521273
3,bnci004,MMP_moe,CSP,lda,none,0,0,0,3956,0.05,no_leakage_v1_alpha005,gate_all_sources_proxy_source_only_final_training_only,mmd,,,,,moe,coral,near_nearest_proxy,final,3.0,4,4test,train,False,0.278733338198844,0.0,direct,0.0788494165579347,0.042842827843673534,0.12139749131521273
3,bnci004,MMP_moe,CSP,lda,none,0,0,0,3956,0.05,no_leakage_v1_alpha005,gate_all_sources_proxy_source_only_final_training_only,mmd,,,,,moe,coral,near_nearest_proxy,main,,0,0train,target,False,,,,,,
3,bnci004,MMP_moe,CSP,lda,none,0,0,0,3956,0.05,no_leakage_v1_alpha005,gate_all_sources_proxy_source_only_final_training_only,mmd,,,,,moe,coral,near_nearest_proxy,final,,0,0train,target,False,,,,,,
3,bnci004,MMP_moe,CSP,lda,none,0,1,1,3987,0.05,no_leakage_v1_alpha005,gate_all_sources_proxy_source_only_final_training_only,mmd,,,,,moe,coral,near_nearest_proxy,main,0.0,0,0train,nearest,True,0.5975758142770708,1.0,direct,0.06138279654010507,0.029800246519060592,0.10132888038437325
3,bnci004,MMP_moe,CSP,lda,none,0,1,1,3987,0.05,no_leakage_v1_alpha005,gate_all_sources_proxy_source_only_final_training_only,mmd,,,,,moe,coral,near_nearest_proxy,anchor,0.0,0,0train,target,False,,1.0,direct,0.06138279654010507,0.029800246519060592,0.10132888038437325
3,bnci004,MMP_moe,CSP,lda,none,0,1,1,3987,0.05,no_leakage_v1_alpha005,gate_all_sources_proxy_source_only_final_training_only,mmd,,,,,moe,coral,near_nearest_proxy,final,0.0,0,0train,train,True,0.5975758142770708,1.0,direct,0.06138279654010507,0.029800246519060592,0.10132888038437325
3,bnci004,MMP_moe,CSP,lda,none,0,1,1,3987,0.05,no_leakage_v1_alpha005,gate_all_sources_proxy_source_only_final_training_only,mmd,,,,,moe,coral,near_nearest_proxy,main,1.0,2,2train,far,False,,1.0,direct,0.15991017796325738,0.11526361669843038,0.21506170165663122
3,bnci004,MMP_moe,CSP,lda,none,0,1,1,3987,0.05,no_leakage_v1_alpha005,gate_all_sources_proxy_source_only_final_training_only,mmd,,,,,moe,coral,near_nearest_proxy,anchor,1.0,2,2train,not_used,False,,1.0,direct,0.15991017796325738,0.11526361669843038,0.21506170165663122
3,bnci004,MMP_moe,CSP,lda,none,0,1,1,3987,0.05,no_leakage_v1_alpha005,gate_all_sources_proxy_source_only_final_training_only,mmd,,,,,moe,coral,near_nearest_proxy,final,1.0,2,2train,not_used,False,,1.0,direct,0.15991017796325738,0.11526361669843038,0.21506170165663122
3,bnci004,MMP_moe,CSP,lda,none,0,1,1,3987,0.05,no_leakage_v1_alpha005,gate_all_sources_proxy_source_only_final_training_only,mmd,,,,,moe,coral,near_nearest_proxy,main,2.0,3,3test,far,False,,1.0,direct,0.1598562685536915,0.1109893095352104,0.2115316514092356
