subject,pipeline,method_row,pair_id,feature,classifier,da,proxy_acc,score_mode,partition_mode,degraded
4,MMP_merge_then_adapt,0,0,CSP,lda,none,0.7,mmp_near_nearest_proxy,normal,False
4,BDP,0,0,CSP,lda,none,0.9066666666666666,bridge_proxy_far_to_bridge,normal,False
4,BDP_bridge_to_far,0,0,CSP,lda,none,0.965625,bridge_proxy_bridge_to_far,normal,False
4,MMP_merge_then_adapt,1,0,CSP,lda,sa,0.8857142857142857,mmp_near_nearest_proxy,normal,False
4,BDP,1,0,CSP,lda,sa,0.8933333333333333,bridge_proxy_far_to_bridge,normal,False
4,BDP_bridge_to_far,1,0,CSP,lda,sa,0.959375,bridge_proxy_bridge_to_far,normal,False
4,MMP_merge_then_adapt,2,0,CSP,lda,pt,0.8857142857142857,mmp_near_nearest_proxy,normal,False
4,BDP,2,0,CSP,lda,pt,0.9033333333333333,bridge_proxy_far_to_bridge,normal,False
4,BDP_bridge_to_far,2,0,CSP,lda,pt,0.9625,bridge_proxy_bridge_to_far,normal,False
4,MMP_merge_then_adapt,3,0,CSP,lda,coral,0.6571428571428571,mmp_near_nearest_proxy,normal,False
4,BDP,3,0,CSP,lda,coral,0.9033333333333333,bridge_proxy_far_to_bridge,normal,False
4,BDP_bridge_to_far,3,0,CSP,lda,coral,0.609375,bridge_proxy_bridge_to_far,normal,False
4,MMP_merge_then_adapt,4,0,CSP,svm_radial,none,0.7214285714285714,mmp_near_nearest_proxy,normal,False
4,BDP,4,0,CSP,svm_radial,none,0.8233333333333334,bridge_proxy_far_to_bridge,normal,False
4,BDP_bridge_to_far,4,0,CSP,svm_radial,none,0.93125,bridge_proxy_bridge_to_far,normal,False
4,MMP_merge_then_adapt,5,0,CSP,svm_radial,sa,0.85,mmp_near_nearest_proxy,normal,False
4,BDP,5,0,CSP,svm_radial,sa,0.89,bridge_proxy_far_to_bridge,normal,False
4,BDP_bridge_to_far,5,0,CSP,svm_radial,sa,0.959375,bridge_proxy_bridge_to_far,normal,False
4,MMP_merge_then_adapt,6,0,CSP,svm_radial,pt,0.8857142857142857,mmp_near_nearest_proxy,normal,False
4,BDP,6,0,CSP,svm_radial,pt,0.8866666666666667,bridge_proxy_far_to_bridge,normal,False
4,BDP_bridge_to_far,6,0,CSP,svm_radial,pt,0.9625,bridge_proxy_bridge_to_far,normal,False
4,MMP_merge_then_adapt,7,0,CSP,svm_radial,coral,0.6714285714285714,mmp_near_nearest_proxy,normal,False
4,BDP,7,0,CSP,svm_radial,coral,0.76,bridge_proxy_far_to_bridge,normal,False
4,BDP_bridge_to_far,7,0,CSP,svm_radial,coral,0.865625,bridge_proxy_bridge_to_far,normal,False
4,MMP_merge_then_adapt,8,0,logvar,lda,none,0.7214285714285714,mmp_near_nearest_proxy,normal,False
4,BDP,8,0,logvar,lda,none,0.89,bridge_proxy_far_to_bridge,normal,False
4,BDP_bridge_to_far,8,0,logvar,lda,none,0.915625,bridge_proxy_bridge_to_far,normal,False
4,MMP_merge_then_adapt,9,0,logvar,lda,sa,0.8714285714285714,mmp_near_nearest_proxy,normal,False
4,BDP,9,0,logvar,lda,sa,0.8966666666666666,bridge_proxy_far_to_bridge,normal,False
4,BDP_bridge_to_far,9,0,logvar,lda,sa,0.946875,bridge_proxy_bridge_to_far,normal,False
4,MMP_merge_then_adapt,10,0,logvar,lda,pt,0.8285714285714286,mmp_near_nearest_proxy,normal,False
4,BDP,10,0,logvar,lda,pt,0.89,bridge_proxy_far_to_bridge,normal,False
4,BDP_bridge_to_far,10,0,logvar,lda,pt,0.95625,bridge_proxy_bridge_to_far,normal,False
4,MMP_merge_then_adapt,11,0,logvar,lda,coral,0.5,mmp_near_nearest_proxy,normal,False
4,BDP,11,0,logvar,lda,coral,0.5,bridge_proxy_far_to_bridge,normal,False
4,BDP_bridge_to_far,11,0,logvar,lda,coral,0.5,bridge_proxy_bridge_to_far,normal,False
4,MMP_merge_then_adapt,12,0,logvar,svm_radial,none,0.75,mmp_near_nearest_proxy,normal,False
4,BDP,12,0,logvar,svm_radial,none,0.85,bridge_proxy_far_to_bridge,normal,False
4,BDP_bridge_to_far,12,0,logvar,svm_radial,none,0.840625,bridge_proxy_bridge_to_far,normal,False
4,MMP_merge_then_adapt,13,0,logvar,svm_radial,sa,0.8785714285714286,mmp_near_nearest_proxy,normal,False
4,BDP,13,0,logvar,svm_radial,sa,0.8933333333333333,bridge_proxy_far_to_bridge,normal,False
4,BDP_bridge_to_far,13,0,logvar,svm_radial,sa,0.921875,bridge_proxy_bridge_to_far,normal,False
4,MMP_merge_then_adapt,14,0,logvar,svm_radial,pt,0.8214285714285714,mmp_near_nearest_proxy,normal,False
4,BDP,14,0,logvar,svm_radial,pt,0.8933333333333333,bridge_proxy_far_to_bridge,normal,False
4,BDP_bridge_to_far,14,0,logvar,svm_radial,pt,0.921875,bridge_proxy_bridge_to_far,normal,False
4,MMP_merge_then_adapt,15,0,logvar,svm_radial,coral,0.5,mmp_near_nearest_proxy,normal,False
4,BDP,15,0,logvar,svm_radial,coral,0.5,bridge_proxy_far_to_bridge,normal,False
4,BDP_bridge_to_far,15,0,logvar,svm_radial,coral,0.5,bridge_proxy_bridge_to_far,normal,False
4,MMP_merge_then_adapt,16,0,TS,lda,none,0.7,mmp_near_nearest_proxy,normal,False
4,BDP,16,0,TS,lda,none,0.88,bridge_proxy_far_to_bridge,normal,False
4,BDP_bridge_to_far,16,0,TS,lda,none,0.915625,bridge_proxy_bridge_to_far,normal,False
4,MMP_merge_then_adapt,17,0,TS,lda,sa,0.8928571428571429,mmp_near_nearest_proxy,normal,False
4,BDP,17,0,TS,lda,sa,0.8633333333333333,bridge_proxy_far_to_bridge,normal,False
4,BDP_bridge_to_far,17,0,TS,lda,sa,0.94375,bridge_proxy_bridge_to_far,normal,False
4,MMP_merge_then_adapt,18,0,TS,lda,pt,0.8285714285714286,mmp_near_nearest_proxy,normal,False
4,BDP,18,0,TS,lda,pt,0.86,bridge_proxy_far_to_bridge,normal,False
4,BDP_bridge_to_far,18,0,TS,lda,pt,0.8875,bridge_proxy_bridge_to_far,normal,False
4,MMP_merge_then_adapt,19,0,TS,lda,coral,0.7,mmp_near_nearest_proxy,normal,False
4,BDP,19,0,TS,lda,coral,0.88,bridge_proxy_far_to_bridge,normal,False
4,BDP_bridge_to_far,19,0,TS,lda,coral,0.915625,bridge_proxy_bridge_to_far,normal,False
4,MMP_merge_then_adapt,20,0,TS,svm_radial,none,0.7785714285714286,mmp_near_nearest_proxy,normal,False
4,BDP,20,0,TS,svm_radial,none,0.86,bridge_proxy_far_to_bridge,normal,False
4,BDP_bridge_to_far,20,0,TS,svm_radial,none,0.834375,bridge_proxy_bridge_to_far,normal,False
4,MMP_merge_then_adapt,21,0,TS,svm_radial,sa,0.8642857142857143,mmp_near_nearest_proxy,normal,False
4,BDP,21,0,TS,svm_radial,sa,0.8966666666666666,bridge_proxy_far_to_bridge,normal,False
4,BDP_bridge_to_far,21,0,TS,svm_radial,sa,0.921875,bridge_proxy_bridge_to_far,normal,False
4,MMP_merge_then_adapt,22,0,TS,svm_radial,pt,0.85,mmp_near_nearest_proxy,normal,False
4,BDP,22,0,TS,svm_radial,pt,0.8766666666666667,bridge_proxy_far_to_bridge,normal,False
