subject,dataset,pipeline,feature,classifier,da,method_row,pair_id,target_id,seed_used,ci_alpha,code_protocol_version,feature_fit_protocol,dist_type,partition_mode,proxy_direction,borrowed_local_idx,borrowed_abs_idx,combiner,harmonize,score_mode,stage,local_idx,session_abs_idx,session_label,role,is_best,weight,dist_to_session,dist_est_method,dist_est,dist_lwr,dist_upr
6,bnci004,MMP_moe,CSP,lda,none,0,0,0,4049,0.05,no_leakage_v1_alpha005,gate_all_sources_proxy_source_only_final_training_only,mmd,,,,,moe,coral,near_nearest_proxy,main,0.0,1,1train,far,False,,0.0,direct,0.1554893269662922,0.10488412789183825,0.22173830368861946
6,bnci004,MMP_moe,CSP,lda,none,0,0,0,4049,0.05,no_leakage_v1_alpha005,gate_all_sources_proxy_source_only_final_training_only,mmd,,,,,moe,coral,near_nearest_proxy,anchor,0.0,1,1train,second_nearest_fallback_source,False,1.0,0.0,direct,0.1554893269662922,0.10488412789183825,0.22173830368861946
6,bnci004,MMP_moe,CSP,lda,none,0,0,0,4049,0.05,no_leakage_v1_alpha005,gate_all_sources_proxy_source_only_final_training_only,mmd,,,,,moe,coral,near_nearest_proxy,final,0.0,1,1train,not_used,False,,0.0,direct,0.1554893269662922,0.10488412789183825,0.22173830368861946
6,bnci004,MMP_moe,CSP,lda,none,0,0,0,4049,0.05,no_leakage_v1_alpha005,gate_all_sources_proxy_source_only_final_training_only,mmd,,,,,moe,coral,near_nearest_proxy,main,1.0,2,2train,far,False,,0.0,direct,0.1911903808907117,0.13609379474793004,0.2516848975798797
6,bnci004,MMP_moe,CSP,lda,none,0,0,0,4049,0.05,no_leakage_v1_alpha005,gate_all_sources_proxy_source_only_final_training_only,mmd,,,,,moe,coral,near_nearest_proxy,anchor,1.0,2,2train,not_used,False,,0.0,direct,0.1911903808907117,0.13609379474793004,0.2516848975798797
6,bnci004,MMP_moe,CSP,lda,none,0,0,0,4049,0.05,no_leakage_v1_alpha005,gate_all_sources_proxy_source_only_final_training_only,mmd,,,,,moe,coral,near_nearest_proxy,final,1.0,2,2train,not_used,False,,0.0,direct,0.1911903808907117,0.13609379474793004,0.2516848975798797
6,bnci004,MMP_moe,CSP,lda,none,0,0,0,4049,0.05,no_leakage_v1_alpha005,gate_all_sources_proxy_source_only_final_training_only,mmd,,,,,moe,coral,near_nearest_proxy,main,2.0,3,3test,far,False,,0.0,direct,0.23341757056791038,0.17105133984669413,0.2990121070767509
6,bnci004,MMP_moe,CSP,lda,none,0,0,0,4049,0.05,no_leakage_v1_alpha005,gate_all_sources_proxy_source_only_final_training_only,mmd,,,,,moe,coral,near_nearest_proxy,anchor,2.0,3,3test,not_used,False,,0.0,direct,0.23341757056791038,0.17105133984669413,0.2990121070767509
6,bnci004,MMP_moe,CSP,lda,none,0,0,0,4049,0.05,no_leakage_v1_alpha005,gate_all_sources_proxy_source_only_final_training_only,mmd,,,,,moe,coral,near_nearest_proxy,final,2.0,3,3test,not_used,False,,0.0,direct,0.23341757056791038,0.17105133984669413,0.2990121070767509
6,bnci004,MMP_moe,CSP,lda,none,0,0,0,4049,0.05,no_leakage_v1_alpha005,gate_all_sources_proxy_source_only_final_training_only,mmd,,,,,moe,coral,near_nearest_proxy,main,3.0,4,4test,nearest,True,1.0,0.0,direct,0.06242670086620565,0.036846157195351885,0.0951506003290914
6,bnci004,MMP_moe,CSP,lda,none,0,0,0,4049,0.05,no_leakage_v1_alpha005,gate_all_sources_proxy_source_only_final_training_only,mmd,,,,,moe,coral,near_nearest_proxy,anchor,3.0,4,4test,target,False,,0.0,direct,0.06242670086620565,0.036846157195351885,0.0951506003290914
6,bnci004,MMP_moe,CSP,lda,none,0,0,0,4049,0.05,no_leakage_v1_alpha005,gate_all_sources_proxy_source_only_final_training_only,mmd,,,,,moe,coral,near_nearest_proxy,final,3.0,4,4test,train,True,1.0,0.0,direct,0.06242670086620565,0.036846157195351885,0.0951506003290914
6,bnci004,MMP_moe,CSP,lda,none,0,0,0,4049,0.05,no_leakage_v1_alpha005,gate_all_sources_proxy_source_only_final_training_only,mmd,,,,,moe,coral,near_nearest_proxy,main,,0,0train,target,False,,,,,,
6,bnci004,MMP_moe,CSP,lda,none,0,0,0,4049,0.05,no_leakage_v1_alpha005,gate_all_sources_proxy_source_only_final_training_only,mmd,,,,,moe,coral,near_nearest_proxy,final,,0,0train,target,False,,,,,,
6,bnci004,MMP_moe,CSP,lda,none,0,1,1,4080,0.05,no_leakage_v1_alpha005,gate_all_sources_proxy_source_only_final_training_only,mmd,,,,,moe,coral,near_nearest_proxy,main,0.0,0,0train,near,False,0.20801548753028515,1.0,direct,0.1461062676256417,0.09392087608766686,0.20225267349500017
6,bnci004,MMP_moe,CSP,lda,none,0,1,1,4080,0.05,no_leakage_v1_alpha005,gate_all_sources_proxy_source_only_final_training_only,mmd,,,,,moe,coral,near_nearest_proxy,anchor,0.0,0,0train,proxy_source,False,0.3004810390541323,1.0,direct,0.1461062676256417,0.09392087608766686,0.20225267349500017
6,bnci004,MMP_moe,CSP,lda,none,0,1,1,4080,0.05,no_leakage_v1_alpha005,gate_all_sources_proxy_source_only_final_training_only,mmd,,,,,moe,coral,near_nearest_proxy,final,0.0,0,0train,train,False,0.20801548753028515,1.0,direct,0.1461062676256417,0.09392087608766686,0.20225267349500017
6,bnci004,MMP_moe,CSP,lda,none,0,1,1,4080,0.05,no_leakage_v1_alpha005,gate_all_sources_proxy_source_only_final_training_only,mmd,,,,,moe,coral,near_nearest_proxy,main,1.0,2,2train,near,False,0.2713527172639469,1.0,direct,0.11200294384590817,0.06995335154633384,0.16112101850578883
6,bnci004,MMP_moe,CSP,lda,none,0,1,1,4080,0.05,no_leakage_v1_alpha005,gate_all_sources_proxy_source_only_final_training_only,mmd,,,,,moe,coral,near_nearest_proxy,anchor,1.0,2,2train,proxy_source,False,0.3919724795576195,1.0,direct,0.11200294384590817,0.06995335154633384,0.16112101850578883
6,bnci004,MMP_moe,CSP,lda,none,0,1,1,4080,0.05,no_leakage_v1_alpha005,gate_all_sources_proxy_source_only_final_training_only,mmd,,,,,moe,coral,near_nearest_proxy,final,1.0,2,2train,train,False,0.2713527172639469,1.0,direct,0.11200294384590817,0.06995335154633384,0.16112101850578883
6,bnci004,MMP_moe,CSP,lda,none,0,1,1,4080,0.05,no_leakage_v1_alpha005,gate_all_sources_proxy_source_only_final_training_only,mmd,,,,,moe,coral,near_nearest_proxy,main,2.0,3,3test,near,False,0.21290671606295625,1.0,direct,0.14274966127025632,0.10653995509761367,0.1929296469860668
6,bnci004,MMP_moe,CSP,lda,none,0,1,1,4080,0.05,no_leakage_v1_alpha005,gate_all_sources_proxy_source_only_final_training_only,mmd,,,,,moe,coral,near_nearest_proxy,anchor,2.0,3,3test,proxy_source,False,0.3075464813882482,1.0,direct,0.14274966127025632,0.10653995509761367,0.1929296469860668
6,bnci004,MMP_moe,CSP,lda,none,0,1,1,4080,0.05,no_leakage_v1_alpha005,gate_all_sources_proxy_source_only_final_training_only,mmd,,,,,moe,coral,near_nearest_proxy,final,2.0,3,3test,train,False,0.21290671606295625,1.0,direct,0.14274966127025632,0.10653995509761367,0.1929296469860668
