subject,pipeline,method_row,pair_id,feature,classifier,da,baseline,acc_DA,target_session_abs_idx,target_session_label,train_session_abs_idx,final_source_local_idx,final_source_abs_idx,final_source_count,best_idx,near_bridge_idx,far_idx,partition_mode,degraded,mmp_proxy_mode
2,MMP_merge_then_adapt,0,0,CSP,lda,none,0.6166666666666667,0.6166666666666667,0,0train,"[1, 2, 3, 4]","[0, 1, 2, 3]","[1, 2, 3, 4]",4,1,"[0, 1, 2, 3]",[],,True,near_minus_nearest
2,BDP,0,0,CSP,lda,none,0.6166666666666667,0.6166666666666667,0,0train,"[1, 2, 3, 4]","[0, 1, 2, 3]","[1, 2, 3, 4]",4,1,"[0, 1, 2, 3]",[],,True,near_minus_nearest
2,BDP_bridge_to_far,0,0,CSP,lda,none,0.6166666666666667,0.6166666666666667,0,0train,"[1, 2, 3, 4]","[0, 1, 2, 3]","[1, 2, 3, 4]",4,1,"[0, 1, 2, 3]",[],,True,near_minus_nearest
2,MMP_merge_then_adapt,1,0,CSP,lda,sa,0.6166666666666667,0.6666666666666666,0,0train,"[1, 2, 3, 4]","[0, 1, 2, 3]","[1, 2, 3, 4]",4,1,"[0, 1, 2, 3]",[],,True,near_minus_nearest
2,BDP,1,0,CSP,lda,sa,0.6166666666666667,0.6666666666666666,0,0train,"[1, 2, 3, 4]","[0, 1, 2, 3]","[1, 2, 3, 4]",4,1,"[0, 1, 2, 3]",[],,True,near_minus_nearest
2,BDP_bridge_to_far,1,0,CSP,lda,sa,0.6166666666666667,0.6666666666666666,0,0train,"[1, 2, 3, 4]","[0, 1, 2, 3]","[1, 2, 3, 4]",4,1,"[0, 1, 2, 3]",[],,True,near_minus_nearest
2,MMP_merge_then_adapt,2,0,CSP,lda,pt,0.6166666666666667,0.6583333333333333,0,0train,"[1, 2, 3, 4]","[0, 1, 2, 3]","[1, 2, 3, 4]",4,1,"[0, 1, 2, 3]",[],,True,near_minus_nearest
2,BDP,2,0,CSP,lda,pt,0.6166666666666667,0.6583333333333333,0,0train,"[1, 2, 3, 4]","[0, 1, 2, 3]","[1, 2, 3, 4]",4,1,"[0, 1, 2, 3]",[],,True,near_minus_nearest
2,BDP_bridge_to_far,2,0,CSP,lda,pt,0.6166666666666667,0.6583333333333333,0,0train,"[1, 2, 3, 4]","[0, 1, 2, 3]","[1, 2, 3, 4]",4,1,"[0, 1, 2, 3]",[],,True,near_minus_nearest
2,MMP_merge_then_adapt,3,0,CSP,lda,coral,0.6166666666666667,0.6333333333333333,0,0train,"[1, 2, 3, 4]","[0, 1, 2, 3]","[1, 2, 3, 4]",4,1,"[0, 1, 2, 3]",[],,True,near_minus_nearest
2,BDP,3,0,CSP,lda,coral,0.6166666666666667,0.6333333333333333,0,0train,"[1, 2, 3, 4]","[0, 1, 2, 3]","[1, 2, 3, 4]",4,1,"[0, 1, 2, 3]",[],,True,near_minus_nearest
2,BDP_bridge_to_far,3,0,CSP,lda,coral,0.6166666666666667,0.6333333333333333,0,0train,"[1, 2, 3, 4]","[0, 1, 2, 3]","[1, 2, 3, 4]",4,1,"[0, 1, 2, 3]",[],,True,near_minus_nearest
2,MMP_merge_then_adapt,4,0,CSP,svm_radial,none,0.5833333333333334,0.5833333333333334,0,0train,"[1, 2, 3, 4]","[0, 1, 2, 3]","[1, 2, 3, 4]",4,1,"[0, 1, 2, 3]",[],,True,near_minus_nearest
2,BDP,4,0,CSP,svm_radial,none,0.5833333333333334,0.5833333333333334,0,0train,"[1, 2, 3, 4]","[0, 1, 2, 3]","[1, 2, 3, 4]",4,1,"[0, 1, 2, 3]",[],,True,near_minus_nearest
2,BDP_bridge_to_far,4,0,CSP,svm_radial,none,0.5833333333333334,0.5833333333333334,0,0train,"[1, 2, 3, 4]","[0, 1, 2, 3]","[1, 2, 3, 4]",4,1,"[0, 1, 2, 3]",[],,True,near_minus_nearest
2,MMP_merge_then_adapt,5,0,CSP,svm_radial,sa,0.5833333333333334,0.625,0,0train,"[1, 2, 3, 4]","[0, 1, 2, 3]","[1, 2, 3, 4]",4,1,"[0, 1, 2, 3]",[],,True,near_minus_nearest
2,BDP,5,0,CSP,svm_radial,sa,0.5833333333333334,0.625,0,0train,"[1, 2, 3, 4]","[0, 1, 2, 3]","[1, 2, 3, 4]",4,1,"[0, 1, 2, 3]",[],,True,near_minus_nearest
2,BDP_bridge_to_far,5,0,CSP,svm_radial,sa,0.5833333333333334,0.625,0,0train,"[1, 2, 3, 4]","[0, 1, 2, 3]","[1, 2, 3, 4]",4,1,"[0, 1, 2, 3]",[],,True,near_minus_nearest
2,MMP_merge_then_adapt,6,0,CSP,svm_radial,pt,0.5833333333333334,0.6666666666666666,0,0train,"[1, 2, 3, 4]","[0, 1, 2, 3]","[1, 2, 3, 4]",4,1,"[0, 1, 2, 3]",[],,True,near_minus_nearest
2,BDP,6,0,CSP,svm_radial,pt,0.5833333333333334,0.6666666666666666,0,0train,"[1, 2, 3, 4]","[0, 1, 2, 3]","[1, 2, 3, 4]",4,1,"[0, 1, 2, 3]",[],,True,near_minus_nearest
2,BDP_bridge_to_far,6,0,CSP,svm_radial,pt,0.5833333333333334,0.6666666666666666,0,0train,"[1, 2, 3, 4]","[0, 1, 2, 3]","[1, 2, 3, 4]",4,1,"[0, 1, 2, 3]",[],,True,near_minus_nearest
