subject,pair_id,target_session_abs_idx,target_session_label,train_local_idx,train_session_abs_idx,train_session_label,feature,dist_type,dist_est,dist_lwr,dist_upr,is_near_bridge,is_final_source,is_bdp_far_raw,is_bdp_proxy_source_fb,is_bdp_proxy_target_fb,is_mmp_proxy_source,is_mmp_proxy_target,is_best_nearest,degraded,partition_mode
7,0,0,0train,0,1,1train,CSP,mmd,0.12663189665258795,0.09209217429654762,0.17183158551916136,True,True,False,False,True,True,False,False,False,normal
7,0,0,0train,1,2,2train,CSP,mmd,0.16104817047678616,0.12060379721889739,0.21068360056776003,False,False,True,True,False,False,False,False,False,normal
7,0,0,0train,2,3,3test,CSP,mmd,0.06621614834522767,0.04047946658112123,0.10055727181496386,True,True,False,False,True,False,True,True,False,normal
7,0,0,0train,3,4,4test,CSP,mmd,0.08106486265050866,0.045646077159347175,0.11908919361068634,True,True,False,False,True,True,False,False,False,normal
7,0,0,0train,0,1,1train,logvar,mmd,0.12156545610796457,0.08253076325403585,0.164545381370572,True,True,False,False,True,True,False,False,False,normal
7,0,0,0train,1,2,2train,logvar,mmd,0.1374162315803278,0.10519682484290556,0.17467067922066812,False,False,True,True,False,False,False,False,False,normal
7,0,0,0train,2,3,3test,logvar,mmd,0.05218621731554203,0.026499225586394982,0.08430288772729827,True,True,False,False,True,False,True,True,False,normal
7,0,0,0train,3,4,4test,logvar,mmd,0.0860559226358373,0.05174436875657172,0.12584269542257723,True,True,False,False,True,True,False,False,False,normal
7,0,0,0train,0,1,1train,TS,mmd,0.08021244797204201,0.05871760801997588,0.10738985453427305,True,True,False,False,False,True,False,False,True,
7,0,0,0train,1,2,2train,TS,mmd,0.09633680094845264,0.07139587803830076,0.12144025855294187,True,True,False,False,False,True,False,False,True,
7,0,0,0train,2,3,3test,TS,mmd,0.05387519515847816,0.03954196493660479,0.07405435675289343,True,True,False,False,False,True,False,False,True,
7,0,0,0train,3,4,4test,TS,mmd,0.05061024125481171,0.0345051946722297,0.075058270289371,True,True,False,False,False,False,True,True,True,
7,1,1,1train,0,0,0train,CSP,mmd,0.12938018102000284,0.09200022335527278,0.17047487267776149,True,True,False,False,True,True,False,False,False,normal
7,1,1,1train,1,2,2train,CSP,mmd,0.1756935612962321,0.1333460098634682,0.23030291400952785,True,True,False,False,True,True,False,False,False,normal
7,1,1,1train,2,3,3test,CSP,mmd,0.11528675731383208,0.07452707339135922,0.1539446106219611,True,True,False,False,True,False,True,True,False,normal
7,1,1,1train,3,4,4test,CSP,mmd,0.21861830459014853,0.1654427573270965,0.2846638949176627,False,False,True,True,False,False,False,False,False,normal
7,1,1,1train,0,0,0train,logvar,mmd,0.13943629836471208,0.09076117738052711,0.189630929602867,True,True,False,False,False,True,False,False,True,
7,1,1,1train,1,2,2train,logvar,mmd,0.18821997444079158,0.14229857212620164,0.24585724331905265,True,True,False,False,False,True,False,False,True,
7,1,1,1train,2,3,3test,logvar,mmd,0.13867907773579746,0.10136042462335053,0.19551880809814257,True,True,False,False,False,False,True,True,True,
7,1,1,1train,3,4,4test,logvar,mmd,0.251513655871665,0.19514961242897538,0.31675759853297486,True,True,False,False,False,True,False,False,True,
7,1,1,1train,0,0,0train,TS,mmd,0.08877282038536417,0.06757051703164263,0.11258015622099667,True,True,False,False,False,True,False,False,True,
7,1,1,1train,1,2,2train,TS,mmd,0.1135574723739348,0.08623626681278371,0.14601564910616685,True,True,False,False,False,True,False,False,True,
7,1,1,1train,2,3,3test,TS,mmd,0.08422878695369025,0.06226332654879996,0.11063759706568899,True,True,False,False,False,False,True,True,True,
7,1,1,1train,3,4,4test,TS,mmd,0.1274954833923259,0.09929244855847655,0.16340707838971028,True,True,False,False,False,True,False,False,True,
