subject,pipeline,method_row,pair_id,feature,classifier,da,proxy_acc,score_mode,partition_mode,degraded
3,MMP_merge_then_adapt,0,0,CSP,lda,none,0.6333333333333333,mmp_near_nearest_proxy,,True
3,BDP,0,0,CSP,lda,none,0.5598958333333333,bridge_proxy_far_to_bridge,,True
3,BDP_bridge_to_far,0,0,CSP,lda,none,0.5598958333333333,bridge_proxy_bridge_to_far,,True
3,MMP_merge_then_adapt,1,0,CSP,lda,sa,0.5666666666666667,mmp_near_nearest_proxy,,True
3,BDP,1,0,CSP,lda,sa,0.5499999999999999,bridge_proxy_far_to_bridge,,True
3,BDP_bridge_to_far,1,0,CSP,lda,sa,0.5499999999999999,bridge_proxy_bridge_to_far,,True
3,MMP_merge_then_adapt,2,0,CSP,lda,pt,0.5916666666666667,mmp_near_nearest_proxy,,True
3,BDP,2,0,CSP,lda,pt,0.5541666666666667,bridge_proxy_far_to_bridge,,True
3,BDP_bridge_to_far,2,0,CSP,lda,pt,0.5541666666666667,bridge_proxy_bridge_to_far,,True
3,MMP_merge_then_adapt,3,0,CSP,lda,coral,0.5333333333333333,mmp_near_nearest_proxy,,True
3,BDP,3,0,CSP,lda,coral,0.5604166666666667,bridge_proxy_far_to_bridge,,True
3,BDP_bridge_to_far,3,0,CSP,lda,coral,0.5604166666666667,bridge_proxy_bridge_to_far,,True
3,MMP_merge_then_adapt,4,0,CSP,svm_radial,none,0.5333333333333333,mmp_near_nearest_proxy,,True
3,BDP,4,0,CSP,svm_radial,none,0.5479166666666666,bridge_proxy_far_to_bridge,,True
3,BDP_bridge_to_far,4,0,CSP,svm_radial,none,0.5479166666666666,bridge_proxy_bridge_to_far,,True
3,MMP_merge_then_adapt,5,0,CSP,svm_radial,sa,0.5833333333333334,mmp_near_nearest_proxy,,True
3,BDP,5,0,CSP,svm_radial,sa,0.5661458333333333,bridge_proxy_far_to_bridge,,True
3,BDP_bridge_to_far,5,0,CSP,svm_radial,sa,0.5661458333333333,bridge_proxy_bridge_to_far,,True
3,MMP_merge_then_adapt,6,0,CSP,svm_radial,pt,0.5583333333333333,mmp_near_nearest_proxy,,True
3,BDP,6,0,CSP,svm_radial,pt,0.5567708333333333,bridge_proxy_far_to_bridge,,True
3,BDP_bridge_to_far,6,0,CSP,svm_radial,pt,0.5567708333333333,bridge_proxy_bridge_to_far,,True
3,MMP_merge_then_adapt,7,0,CSP,svm_radial,coral,0.49166666666666664,mmp_near_nearest_proxy,,True
3,BDP,7,0,CSP,svm_radial,coral,0.5354166666666667,bridge_proxy_far_to_bridge,,True
3,BDP_bridge_to_far,7,0,CSP,svm_radial,coral,0.5354166666666667,bridge_proxy_bridge_to_far,,True
3,MMP_merge_then_adapt,8,0,logvar,lda,none,0.5333333333333333,mmp_near_nearest_proxy,,True
3,BDP,8,0,logvar,lda,none,0.5458333333333334,bridge_proxy_far_to_bridge,,True
3,BDP_bridge_to_far,8,0,logvar,lda,none,0.5458333333333334,bridge_proxy_bridge_to_far,,True
3,MMP_merge_then_adapt,9,0,logvar,lda,sa,0.5666666666666667,mmp_near_nearest_proxy,,True
3,BDP,9,0,logvar,lda,sa,0.5630208333333333,bridge_proxy_far_to_bridge,,True
3,BDP_bridge_to_far,9,0,logvar,lda,sa,0.5630208333333333,bridge_proxy_bridge_to_far,,True
3,MMP_merge_then_adapt,10,0,logvar,lda,pt,0.55,mmp_near_nearest_proxy,,True
3,BDP,10,0,logvar,lda,pt,0.5583333333333333,bridge_proxy_far_to_bridge,,True
3,BDP_bridge_to_far,10,0,logvar,lda,pt,0.5583333333333333,bridge_proxy_bridge_to_far,,True
3,MMP_merge_then_adapt,11,0,logvar,lda,coral,0.5,mmp_near_nearest_proxy,,True
3,BDP,11,0,logvar,lda,coral,0.503125,bridge_proxy_far_to_bridge,,True
3,BDP_bridge_to_far,11,0,logvar,lda,coral,0.503125,bridge_proxy_bridge_to_far,,True
3,MMP_merge_then_adapt,12,0,logvar,svm_radial,none,0.48333333333333334,mmp_near_nearest_proxy,,True
3,BDP,12,0,logvar,svm_radial,none,0.5229166666666667,bridge_proxy_far_to_bridge,,True
3,BDP_bridge_to_far,12,0,logvar,svm_radial,none,0.5229166666666667,bridge_proxy_bridge_to_far,,True
3,MMP_merge_then_adapt,13,0,logvar,svm_radial,sa,0.5666666666666667,mmp_near_nearest_proxy,,True
3,BDP,13,0,logvar,svm_radial,sa,0.5380208333333334,bridge_proxy_far_to_bridge,,True
3,BDP_bridge_to_far,13,0,logvar,svm_radial,sa,0.5380208333333334,bridge_proxy_bridge_to_far,,True
