subject,pipeline,method_row,pair_id,feature,classifier,da,proxy_acc,score_mode,partition_mode,degraded
7,MMP_merge_then_adapt,0,0,CSP,lda,none,0.6375,mmp_near_nearest_proxy,normal,False
7,BDP,0,0,CSP,lda,none,0.7022727272727273,bridge_proxy_far_to_bridge,normal,False
7,BDP_bridge_to_far,0,0,CSP,lda,none,0.85,bridge_proxy_bridge_to_far,normal,False
7,MMP_merge_then_adapt,1,0,CSP,lda,sa,0.71875,mmp_near_nearest_proxy,normal,False
7,BDP,1,0,CSP,lda,sa,0.6954545454545454,bridge_proxy_far_to_bridge,normal,False
7,BDP_bridge_to_far,1,0,CSP,lda,sa,0.8625,bridge_proxy_bridge_to_far,normal,False
7,MMP_merge_then_adapt,2,0,CSP,lda,pt,0.74375,mmp_near_nearest_proxy,normal,False
7,BDP,2,0,CSP,lda,pt,0.6886363636363636,bridge_proxy_far_to_bridge,normal,False
7,BDP_bridge_to_far,2,0,CSP,lda,pt,0.8625,bridge_proxy_bridge_to_far,normal,False
7,MMP_merge_then_adapt,3,0,CSP,lda,coral,0.49375,mmp_near_nearest_proxy,normal,False
7,BDP,3,0,CSP,lda,coral,0.6909090909090909,bridge_proxy_far_to_bridge,normal,False
7,BDP_bridge_to_far,3,0,CSP,lda,coral,0.5375,bridge_proxy_bridge_to_far,normal,False
7,MMP_merge_then_adapt,4,0,CSP,svm_radial,none,0.65625,mmp_near_nearest_proxy,normal,False
7,BDP,4,0,CSP,svm_radial,none,0.6818181818181818,bridge_proxy_far_to_bridge,normal,False
7,BDP_bridge_to_far,4,0,CSP,svm_radial,none,0.85625,bridge_proxy_bridge_to_far,normal,False
7,MMP_merge_then_adapt,5,0,CSP,svm_radial,sa,0.6875,mmp_near_nearest_proxy,normal,False
7,BDP,5,0,CSP,svm_radial,sa,0.6977272727272728,bridge_proxy_far_to_bridge,normal,False
7,BDP_bridge_to_far,5,0,CSP,svm_radial,sa,0.84375,bridge_proxy_bridge_to_far,normal,False
7,MMP_merge_then_adapt,6,0,CSP,svm_radial,pt,0.69375,mmp_near_nearest_proxy,normal,False
7,BDP,6,0,CSP,svm_radial,pt,0.675,bridge_proxy_far_to_bridge,normal,False
7,BDP_bridge_to_far,6,0,CSP,svm_radial,pt,0.84375,bridge_proxy_bridge_to_far,normal,False
7,MMP_merge_then_adapt,7,0,CSP,svm_radial,coral,0.5,mmp_near_nearest_proxy,normal,False
7,BDP,7,0,CSP,svm_radial,coral,0.6840909090909091,bridge_proxy_far_to_bridge,normal,False
7,BDP_bridge_to_far,7,0,CSP,svm_radial,coral,0.625,bridge_proxy_bridge_to_far,normal,False
7,MMP_merge_then_adapt,8,0,logvar,lda,none,0.6375,mmp_near_nearest_proxy,normal,False
7,BDP,8,0,logvar,lda,none,0.625,bridge_proxy_far_to_bridge,normal,False
7,BDP_bridge_to_far,8,0,logvar,lda,none,0.81875,bridge_proxy_bridge_to_far,normal,False
7,MMP_merge_then_adapt,9,0,logvar,lda,sa,0.56875,mmp_near_nearest_proxy,normal,False
7,BDP,9,0,logvar,lda,sa,0.6181818181818182,bridge_proxy_far_to_bridge,normal,False
7,BDP_bridge_to_far,9,0,logvar,lda,sa,0.8,bridge_proxy_bridge_to_far,normal,False
7,MMP_merge_then_adapt,10,0,logvar,lda,pt,0.66875,mmp_near_nearest_proxy,normal,False
7,BDP,10,0,logvar,lda,pt,0.6386363636363637,bridge_proxy_far_to_bridge,normal,False
7,BDP_bridge_to_far,10,0,logvar,lda,pt,0.8,bridge_proxy_bridge_to_far,normal,False
7,MMP_merge_then_adapt,11,0,logvar,lda,coral,0.5,mmp_near_nearest_proxy,normal,False
7,BDP,11,0,logvar,lda,coral,0.5,bridge_proxy_far_to_bridge,normal,False
7,BDP_bridge_to_far,11,0,logvar,lda,coral,0.5,bridge_proxy_bridge_to_far,normal,False
7,MMP_merge_then_adapt,12,0,logvar,svm_radial,none,0.59375,mmp_near_nearest_proxy,normal,False
7,BDP,12,0,logvar,svm_radial,none,0.6136363636363636,bridge_proxy_far_to_bridge,normal,False
7,BDP_bridge_to_far,12,0,logvar,svm_radial,none,0.76875,bridge_proxy_bridge_to_far,normal,False
7,MMP_merge_then_adapt,13,0,logvar,svm_radial,sa,0.60625,mmp_near_nearest_proxy,normal,False
7,BDP,13,0,logvar,svm_radial,sa,0.6181818181818182,bridge_proxy_far_to_bridge,normal,False
7,BDP_bridge_to_far,13,0,logvar,svm_radial,sa,0.775,bridge_proxy_bridge_to_far,normal,False
7,MMP_merge_then_adapt,14,0,logvar,svm_radial,pt,0.68125,mmp_near_nearest_proxy,normal,False
7,BDP,14,0,logvar,svm_radial,pt,0.615909090909091,bridge_proxy_far_to_bridge,normal,False
7,BDP_bridge_to_far,14,0,logvar,svm_radial,pt,0.775,bridge_proxy_bridge_to_far,normal,False
7,MMP_merge_then_adapt,15,0,logvar,svm_radial,coral,0.5,mmp_near_nearest_proxy,normal,False
7,BDP,15,0,logvar,svm_radial,coral,0.5,bridge_proxy_far_to_bridge,normal,False
7,BDP_bridge_to_far,15,0,logvar,svm_radial,coral,0.5,bridge_proxy_bridge_to_far,normal,False
7,MMP_merge_then_adapt,16,0,TS,lda,none,0.7,mmp_near_nearest_proxy,,True
7,BDP,16,0,TS,lda,none,0.7213541666666666,bridge_proxy_far_to_bridge,,True
7,BDP_bridge_to_far,16,0,TS,lda,none,0.7213541666666666,bridge_proxy_bridge_to_far,,True
7,MMP_merge_then_adapt,17,0,TS,lda,sa,0.74375,mmp_near_nearest_proxy,,True
7,BDP,17,0,TS,lda,sa,0.7291666666666666,bridge_proxy_far_to_bridge,,True
7,BDP_bridge_to_far,17,0,TS,lda,sa,0.7291666666666666,bridge_proxy_bridge_to_far,,True
7,MMP_merge_then_adapt,18,0,TS,lda,pt,0.725,mmp_near_nearest_proxy,,True
7,BDP,18,0,TS,lda,pt,0.721875,bridge_proxy_far_to_bridge,,True
7,BDP_bridge_to_far,18,0,TS,lda,pt,0.721875,bridge_proxy_bridge_to_far,,True
7,MMP_merge_then_adapt,19,0,TS,lda,coral,0.7,mmp_near_nearest_proxy,,True
7,BDP,19,0,TS,lda,coral,0.7213541666666666,bridge_proxy_far_to_bridge,,True
7,BDP_bridge_to_far,19,0,TS,lda,coral,0.7213541666666666,bridge_proxy_bridge_to_far,,True
7,MMP_merge_then_adapt,20,0,TS,svm_radial,none,0.6625,mmp_near_nearest_proxy,,True
7,BDP,20,0,TS,svm_radial,none,0.6932291666666667,bridge_proxy_far_to_bridge,,True
7,BDP_bridge_to_far,20,0,TS,svm_radial,none,0.6932291666666667,bridge_proxy_bridge_to_far,,True
7,MMP_merge_then_adapt,21,0,TS,svm_radial,sa,0.6625,mmp_near_nearest_proxy,,True
7,BDP,21,0,TS,svm_radial,sa,0.6776041666666666,bridge_proxy_far_to_bridge,,True
7,BDP_bridge_to_far,21,0,TS,svm_radial,sa,0.6776041666666666,bridge_proxy_bridge_to_far,,True
7,MMP_merge_then_adapt,22,0,TS,svm_radial,pt,0.66875,mmp_near_nearest_proxy,,True
7,BDP,22,0,TS,svm_radial,pt,0.6973958333333333,bridge_proxy_far_to_bridge,,True
7,BDP_bridge_to_far,22,0,TS,svm_radial,pt,0.6973958333333333,bridge_proxy_bridge_to_far,,True
7,MMP_merge_then_adapt,23,0,TS,svm_radial,coral,0.6625,mmp_near_nearest_proxy,,True
7,BDP,23,0,TS,svm_radial,coral,0.6932291666666667,bridge_proxy_far_to_bridge,,True
7,BDP_bridge_to_far,23,0,TS,svm_radial,coral,0.6932291666666667,bridge_proxy_bridge_to_far,,True
7,MMP_merge_then_adapt,0,1,CSP,lda,none,0.71875,mmp_near_nearest_proxy,normal,False
