subject,pair_id,target_session_abs_idx,target_session_label,train_local_idx,train_session_abs_idx,train_session_label,feature,dist_type,dist_est,dist_lwr,dist_upr,is_near_bridge,is_final_source,is_bdp_far_raw,is_bdp_proxy_source_fb,is_bdp_proxy_target_fb,is_mmp_proxy_source,is_mmp_proxy_target,is_best_nearest,degraded,partition_mode
4,0,0,0train,0,1,1train,CSP,mmd,0.06163460635242503,0.03349231470023328,0.10043457659049708,True,True,False,False,True,False,True,True,False,normal
4,0,0,0train,1,2,2train,CSP,mmd,0.22340367990744325,0.1748329064089518,0.2702700248144788,False,False,True,True,False,False,False,False,False,normal
4,0,0,0train,2,3,3test,CSP,mmd,0.10854803003742992,0.08297353544195776,0.14608138807394178,True,True,False,False,True,True,False,False,False,normal
4,0,0,0train,3,4,4test,CSP,mmd,0.3105848826701334,0.254639798325203,0.35882513941125127,False,False,True,True,False,False,False,False,False,normal
4,0,0,0train,0,1,1train,logvar,mmd,0.06968270308606489,0.034295450014985504,0.12057623894965344,True,True,False,False,True,False,True,True,False,normal
4,0,0,0train,1,2,2train,logvar,mmd,0.24191640691756228,0.1851243236628854,0.31642362218060005,False,False,True,True,False,False,False,False,False,normal
4,0,0,0train,2,3,3test,logvar,mmd,0.12256835294122224,0.09343659689185278,0.15650694499009846,True,True,False,False,True,True,False,False,False,normal
4,0,0,0train,3,4,4test,logvar,mmd,0.45146663637747525,0.3620187366862849,0.5455600580981874,False,False,True,True,False,False,False,False,False,normal
4,0,0,0train,0,1,1train,TS,mmd,0.059370452871731774,0.033649435633296546,0.08998737268858836,True,True,False,False,True,False,True,True,False,normal
4,0,0,0train,1,2,2train,TS,mmd,0.18087809082648298,0.1369770693983965,0.2363774020078581,False,False,True,True,False,False,False,False,False,normal
4,0,0,0train,2,3,3test,TS,mmd,0.0887726707454944,0.06978429448087016,0.11313063404909673,True,True,False,False,True,True,False,False,False,normal
4,0,0,0train,3,4,4test,TS,mmd,0.3431379764474286,0.28416110325742827,0.41548746677649684,False,False,True,True,False,False,False,False,False,normal
4,1,1,1train,0,0,0train,CSP,mmd,0.07351595953835414,0.03875910222478611,0.11553539025807404,True,True,False,False,True,False,True,True,False,normal
4,1,1,1train,1,2,2train,CSP,mmd,0.11352674774279801,0.08097434819323494,0.15404037372471047,True,True,False,False,True,True,False,False,False,normal
4,1,1,1train,2,3,3test,CSP,mmd,0.09589578591881867,0.06576187128862711,0.1288881014941182,True,True,False,False,True,True,False,False,False,normal
4,1,1,1train,3,4,4test,CSP,mmd,0.19906391974303791,0.1475159848606764,0.2599185214955824,False,False,True,True,False,False,False,False,False,normal
4,1,1,1train,0,0,0train,logvar,mmd,0.07050172735727951,0.032001779597305,0.11902483605914317,True,True,False,False,True,False,True,True,False,normal
4,1,1,1train,1,2,2train,logvar,mmd,0.09023208978579828,0.0576145597180117,0.13908919273394685,True,True,False,False,True,True,False,False,False,normal
4,1,1,1train,2,3,3test,logvar,mmd,0.14186089938691043,0.09679257029224032,0.19207924291672016,True,True,False,False,True,True,False,False,False,normal
4,1,1,1train,3,4,4test,logvar,mmd,0.22276124934610408,0.15254813540304307,0.29703112788980923,False,False,True,True,False,False,False,False,False,normal
4,1,1,1train,0,0,0train,TS,mmd,0.05407009798992058,0.03440554560235109,0.08195218880775627,True,True,False,False,True,False,True,True,False,normal
4,1,1,1train,1,2,2train,TS,mmd,0.07345903344771655,0.04842246196045051,0.10487213203849108,True,True,False,False,True,True,False,False,False,normal
4,1,1,1train,2,3,3test,TS,mmd,0.11371809336305182,0.09001058750913653,0.1476633469772406,False,False,True,True,False,False,False,False,False,normal
4,1,1,1train,3,4,4test,TS,mmd,0.16035073918548395,0.11005319711755869,0.2291397059599774,False,False,True,True,False,False,False,False,False,normal
4,2,2,2train,0,0,0train,CSP,mmd,0.23337438214627695,0.1815037544757419,0.2887929784417903,False,False,True,True,False,False,False,False,False,normal
4,2,2,2train,1,1,1train,CSP,mmd,0.09767326549810179,0.0735217078705468,0.1246552643662081,True,True,False,False,True,True,False,False,False,normal
4,2,2,2train,2,3,3test,CSP,mmd,0.18957814788419877,0.1534688404908364,0.23954372027264886,False,False,True,True,False,False,False,False,False,normal
4,2,2,2train,3,4,4test,CSP,mmd,0.09496206325456909,0.06707496860576188,0.12658448454008936,True,True,False,False,True,False,True,True,False,normal
4,2,2,2train,0,0,0train,logvar,mmd,0.17707002204535732,0.13593481270328525,0.22344803128679963,False,False,True,True,False,False,False,False,False,normal
4,2,2,2train,1,1,1train,logvar,mmd,0.07797244386599965,0.053174314998509865,0.10671695565052385,True,True,False,False,True,False,True,True,False,normal
4,2,2,2train,2,3,3test,logvar,mmd,0.16862081444407317,0.12845049144029574,0.21433382018286626,False,False,True,True,False,False,False,False,False,normal
4,2,2,2train,3,4,4test,logvar,mmd,0.10115872503648964,0.06477745942187882,0.148734492689372,True,True,False,False,True,True,False,False,False,normal
4,2,2,2train,0,0,0train,TS,mmd,0.09717306653774943,0.07525672623470114,0.12680662735732068,False,False,True,True,False,False,False,False,False,normal
4,2,2,2train,1,1,1train,TS,mmd,0.057366447486387015,0.04287594166868904,0.07415053504807867,True,True,False,False,True,False,True,True,False,normal
4,2,2,2train,2,3,3test,TS,mmd,0.0971939646875812,0.07546256633825352,0.12873335696619703,False,False,True,True,False,False,False,False,False,normal
4,2,2,2train,3,4,4test,TS,mmd,0.07363281919807353,0.04911718079395775,0.10376033653998347,True,True,False,False,True,True,False,False,False,normal
4,3,3,3test,0,0,0train,CSP,mmd,0.1101561035197751,0.08089160016264334,0.1392765538246857,True,True,False,False,True,True,False,False,False,normal
4,3,3,3test,1,1,1train,CSP,mmd,0.10375544105183433,0.07838984553077961,0.13452654169787676,True,True,False,False,True,False,True,True,False,normal
4,3,3,3test,2,2,2train,CSP,mmd,0.18409495466217848,0.1354837918985927,0.22978046713346756,False,False,True,True,False,False,False,False,False,normal
4,3,3,3test,3,4,4test,CSP,mmd,0.3354142007179354,0.284143024092925,0.37927195859250595,False,False,True,True,False,False,False,False,False,normal
4,3,3,3test,0,0,0train,logvar,mmd,0.11717879890895233,0.08730978894640201,0.14853633977125133,True,True,False,False,True,False,True,True,False,normal
4,3,3,3test,1,1,1train,logvar,mmd,0.14006585736899624,0.10251674668670833,0.1815666264622608,True,True,False,False,True,True,False,False,False,normal
4,3,3,3test,2,2,2train,logvar,mmd,0.19869551473411537,0.14413548263543538,0.25189644565504793,True,True,False,False,True,True,False,False,False,normal
4,3,3,3test,3,4,4test,logvar,mmd,0.41856769053526577,0.35629468508538453,0.48009575145198796,False,False,True,True,False,False,False,False,False,normal
4,3,3,3test,0,0,0train,TS,mmd,0.0722074795083093,0.05626190069533484,0.08997859478014672,True,True,False,False,True,False,True,True,False,normal
4,3,3,3test,1,1,1train,TS,mmd,0.09332675475671078,0.07278923866424528,0.1153925930123979,True,True,False,False,True,True,False,False,False,normal
4,3,3,3test,2,2,2train,TS,mmd,0.13014012419956894,0.09241594639615887,0.17035145860502082,False,False,True,True,False,False,False,False,False,normal
4,3,3,3test,3,4,4test,TS,mmd,0.2721200448602456,0.22769468101173768,0.3261038868586529,False,False,True,True,False,False,False,False,False,normal
4,4,4,4test,0,0,0train,CSP,mmd,0.32323108862571515,0.2636937636845839,0.3910645721780747,False,False,True,True,False,False,False,False,False,normal
4,4,4,4test,1,1,1train,CSP,mmd,0.16136508249713075,0.12177084617168121,0.20709902463667723,True,True,False,False,True,True,False,False,False,normal
4,4,4,4test,2,2,2train,CSP,mmd,0.09119585676382677,0.06470143437947286,0.122525293399029,True,True,False,False,True,False,True,True,False,normal
4,4,4,4test,3,3,3test,CSP,mmd,0.3147492800371547,0.2756570265057613,0.3554305181341169,False,False,True,True,False,False,False,False,False,normal
4,4,4,4test,0,0,0train,logvar,mmd,0.258214320851161,0.2117907365011037,0.31116696082292244,False,False,True,True,False,False,False,False,False,normal
4,4,4,4test,1,1,1train,logvar,mmd,0.13978058262354853,0.09611768986213491,0.1953288493773232,True,True,False,False,True,True,False,False,False,normal
4,4,4,4test,2,2,2train,logvar,mmd,0.09420160258584226,0.05739910387118615,0.13198893394809144,True,True,False,False,True,False,True,True,False,normal
4,4,4,4test,3,3,3test,logvar,mmd,0.2723819567429932,0.23143427172632647,0.31399494203353406,False,False,True,True,False,False,False,False,False,normal
4,4,4,4test,0,0,0train,TS,mmd,0.1445730603680144,0.11566438816794081,0.17334560142190064,False,False,True,True,False,False,False,False,False,normal
4,4,4,4test,1,1,1train,TS,mmd,0.09221480204397908,0.06842454119253943,0.11935959156518015,True,True,False,False,True,True,False,False,False,normal
4,4,4,4test,2,2,2train,TS,mmd,0.06723855676873597,0.04647738581217098,0.09870883537170552,True,True,False,False,True,False,True,True,False,normal
4,4,4,4test,3,3,3test,TS,mmd,0.16004133275875532,0.1326022914141315,0.1902216096287029,False,False,True,True,False,False,False,False,False,normal
