subject,dataset,pipeline,feature,classifier,da,method_row,pair_id,target_id,seed_used,ci_alpha,code_protocol_version,feature_fit_protocol,dist_type,partition_mode,proxy_direction,borrowed_local_idx,borrowed_abs_idx,combiner,harmonize,score_mode,stage,local_idx,session_abs_idx,session_label,role,is_best,weight,dist_to_session,dist_est_method,dist_est,dist_lwr,dist_upr
5,bnci004,MMP_merge_then_adapt,CSP,lda,none,0,0,0,3668,0.05,no_leakage_v1_alpha005,gate_all_sources_proxy_source_only_final_training_only,mmd,,,,,merge_then_adapt,coral,near_nearest_proxy,main,0.0,1,1train,nearest,True,0.5629603269264177,0.0,direct,0.17802228010122298,0.12901338516614486,0.2270339694834896
5,bnci004,MMP_merge_then_adapt,CSP,lda,none,0,0,0,3668,0.05,no_leakage_v1_alpha005,gate_all_sources_proxy_source_only_final_training_only,mmd,,,,,merge_then_adapt,coral,near_nearest_proxy,anchor,0.0,1,1train,target,False,,0.0,direct,0.17802228010122298,0.12901338516614486,0.2270339694834896
5,bnci004,MMP_merge_then_adapt,CSP,lda,none,0,0,0,3668,0.05,no_leakage_v1_alpha005,gate_all_sources_proxy_source_only_final_training_only,mmd,,,,,merge_then_adapt,coral,near_nearest_proxy,final,0.0,1,1train,train,True,0.5629603269264177,0.0,direct,0.17802228010122298,0.12901338516614486,0.2270339694834896
5,bnci004,MMP_merge_then_adapt,CSP,lda,none,0,0,0,3668,0.05,no_leakage_v1_alpha005,gate_all_sources_proxy_source_only_final_training_only,mmd,,,,,merge_then_adapt,coral,near_nearest_proxy,main,1.0,2,2train,near,False,0.43703967307358227,0.0,direct,0.2293146666109444,0.17591899356129959,0.2815288642057976
5,bnci004,MMP_merge_then_adapt,CSP,lda,none,0,0,0,3668,0.05,no_leakage_v1_alpha005,gate_all_sources_proxy_source_only_final_training_only,mmd,,,,,merge_then_adapt,coral,near_nearest_proxy,anchor,1.0,2,2train,proxy_source,False,1.0,0.0,direct,0.2293146666109444,0.17591899356129959,0.2815288642057976
5,bnci004,MMP_merge_then_adapt,CSP,lda,none,0,0,0,3668,0.05,no_leakage_v1_alpha005,gate_all_sources_proxy_source_only_final_training_only,mmd,,,,,merge_then_adapt,coral,near_nearest_proxy,final,1.0,2,2train,train,False,0.43703967307358227,0.0,direct,0.2293146666109444,0.17591899356129959,0.2815288642057976
5,bnci004,MMP_merge_then_adapt,CSP,lda,none,0,0,0,3668,0.05,no_leakage_v1_alpha005,gate_all_sources_proxy_source_only_final_training_only,mmd,,,,,merge_then_adapt,coral,near_nearest_proxy,main,2.0,3,3test,far,False,,0.0,direct,0.39915405787750813,0.35595069387168854,0.44765162933427044
5,bnci004,MMP_merge_then_adapt,CSP,lda,none,0,0,0,3668,0.05,no_leakage_v1_alpha005,gate_all_sources_proxy_source_only_final_training_only,mmd,,,,,merge_then_adapt,coral,near_nearest_proxy,anchor,2.0,3,3test,not_used,False,,0.0,direct,0.39915405787750813,0.35595069387168854,0.44765162933427044
5,bnci004,MMP_merge_then_adapt,CSP,lda,none,0,0,0,3668,0.05,no_leakage_v1_alpha005,gate_all_sources_proxy_source_only_final_training_only,mmd,,,,,merge_then_adapt,coral,near_nearest_proxy,final,2.0,3,3test,not_used,False,,0.0,direct,0.39915405787750813,0.35595069387168854,0.44765162933427044
5,bnci004,MMP_merge_then_adapt,CSP,lda,none,0,0,0,3668,0.05,no_leakage_v1_alpha005,gate_all_sources_proxy_source_only_final_training_only,mmd,,,,,merge_then_adapt,coral,near_nearest_proxy,main,3.0,4,4test,far,False,,0.0,direct,0.3853055873655269,0.33195182708017945,0.44748118608064996
5,bnci004,MMP_merge_then_adapt,CSP,lda,none,0,0,0,3668,0.05,no_leakage_v1_alpha005,gate_all_sources_proxy_source_only_final_training_only,mmd,,,,,merge_then_adapt,coral,near_nearest_proxy,anchor,3.0,4,4test,not_used,False,,0.0,direct,0.3853055873655269,0.33195182708017945,0.44748118608064996
5,bnci004,MMP_merge_then_adapt,CSP,lda,none,0,0,0,3668,0.05,no_leakage_v1_alpha005,gate_all_sources_proxy_source_only_final_training_only,mmd,,,,,merge_then_adapt,coral,near_nearest_proxy,final,3.0,4,4test,not_used,False,,0.0,direct,0.3853055873655269,0.33195182708017945,0.44748118608064996
5,bnci004,MMP_merge_then_adapt,CSP,lda,none,0,0,0,3668,0.05,no_leakage_v1_alpha005,gate_all_sources_proxy_source_only_final_training_only,mmd,,,,,merge_then_adapt,coral,near_nearest_proxy,main,,0,0train,target,False,,,,,,
