subject,pair_id,target_session_abs_idx,target_session_label,train_local_idx,train_session_abs_idx,train_session_label,feature,dist_type,dist_est,dist_lwr,dist_upr,is_near_bridge,is_final_source,is_bdp_far_raw,is_bdp_proxy_source_fb,is_bdp_proxy_target_fb,is_mmp_proxy_source,is_mmp_proxy_target,is_best_nearest,degraded,partition_mode
9,0,0,0train,0,1,1train,CSP,mmd,0.10810352575985144,0.07879327924354876,0.15206923975349843,True,True,False,False,True,False,True,True,False,normal
9,0,0,0train,1,2,2train,CSP,mmd,0.5471784712165142,0.48183487213962445,0.6125095850175618,False,False,True,True,False,False,False,False,False,normal
9,0,0,0train,2,3,3test,CSP,mmd,0.3630901299369677,0.2949099924147089,0.4511511950916429,False,False,False,False,False,True,False,False,False,normal
9,0,0,0train,3,4,4test,CSP,mmd,0.4716579424466443,0.4104689389003906,0.5451732234125933,False,False,True,True,False,False,False,False,False,normal
9,0,0,0train,0,1,1train,logvar,mmd,0.06429791632970513,0.04099962471692244,0.10061543009285678,True,True,False,False,True,False,True,True,False,normal
9,0,0,0train,1,2,2train,logvar,mmd,0.508747101396161,0.4140390285670665,0.6087835129690399,False,False,True,True,False,False,False,False,False,normal
9,0,0,0train,2,3,3test,logvar,mmd,0.3563757694732189,0.2584894685137631,0.4419577113012641,False,False,False,False,False,True,False,False,False,normal
9,0,0,0train,3,4,4test,logvar,mmd,0.4176419434024251,0.338651858251504,0.5128245097860243,False,False,True,True,False,False,False,False,False,normal
9,0,0,0train,0,1,1train,TS,mmd,0.06341684290675023,0.040318025885618385,0.09675183003498417,True,True,False,False,True,False,True,True,False,normal
9,0,0,0train,1,2,2train,TS,mmd,0.4626056830448925,0.37799973389031644,0.5382134374812831,False,False,True,True,False,False,False,False,False,normal
9,0,0,0train,2,3,3test,TS,mmd,0.3156421342053463,0.23543208833664186,0.4058415437172168,False,False,False,False,False,True,False,False,False,normal
9,0,0,0train,3,4,4test,TS,mmd,0.4097338406075879,0.32533340908918373,0.539037440177775,False,False,True,True,False,False,False,False,False,normal
9,1,1,1train,0,0,0train,CSP,mmd,0.10580656818630489,0.06951939780188694,0.14175677469219947,True,True,False,False,True,False,True,True,False,normal
