subject,pair_id,target_session_abs_idx,target_session_label,train_local_idx,train_session_abs_idx,train_session_label,feature,dist_type,dist_est,dist_lwr,dist_upr,is_near_bridge,is_final_source,is_bdp_far_raw,is_bdp_proxy_source_fb,is_bdp_proxy_target_fb,is_mmp_proxy_source,is_mmp_proxy_target,is_best_nearest,degraded,partition_mode
6,0,0,0train,0,1,1train,CSP,mmd,0.1541023658234413,0.09725768345912884,0.21935449155058626,True,True,False,False,True,True,False,False,False,normal
6,0,0,0train,1,2,2train,CSP,mmd,0.195507097822689,0.14436361972751288,0.2516987558293066,False,False,True,True,False,False,False,False,False,normal
6,0,0,0train,2,3,3test,CSP,mmd,0.23356576526390893,0.17588823129968575,0.3042833932791417,False,False,True,True,False,False,False,False,False,normal
6,0,0,0train,3,4,4test,CSP,mmd,0.06379282932901051,0.03520005466351647,0.10494868175160678,True,True,False,False,True,False,True,True,False,normal
6,0,0,0train,0,1,1train,logvar,mmd,0.16810017842319588,0.10734001134516497,0.24531923207484546,True,True,False,False,False,True,False,False,True,
6,0,0,0train,1,2,2train,logvar,mmd,0.12207970401463733,0.07147313404363972,0.19175232029425054,True,True,False,False,False,True,False,False,True,
6,0,0,0train,2,3,3test,logvar,mmd,0.22458082968847556,0.1511451353348893,0.3096784241309708,True,True,False,False,False,True,False,False,True,
6,0,0,0train,3,4,4test,logvar,mmd,0.11466929787691242,0.05877868231621314,0.17901345114563,True,True,False,False,False,False,True,True,True,
6,0,0,0train,0,1,1train,TS,mmd,0.1299306424055555,0.08395133046123869,0.18372287483075933,True,True,False,False,False,True,False,False,True,
6,0,0,0train,1,2,2train,TS,mmd,0.1163520362609082,0.07416046424737902,0.17092126130141705,True,True,False,False,False,True,False,False,True,
6,0,0,0train,2,3,3test,TS,mmd,0.155569017695772,0.10171223561212717,0.2185438315756456,True,True,False,False,False,True,False,False,True,
6,0,0,0train,3,4,4test,TS,mmd,0.10162301818275768,0.06561409744099733,0.16631810700518826,True,True,False,False,False,False,True,True,True,
6,1,1,1train,0,0,0train,CSP,mmd,0.14430629866955563,0.0934874344513339,0.20454215404647758,True,True,False,False,False,True,False,False,True,
6,1,1,1train,1,2,2train,CSP,mmd,0.11110354876811619,0.07220861139323333,0.15432746482801493,True,True,False,False,False,True,False,False,True,
6,1,1,1train,2,3,3test,CSP,mmd,0.1402624638154401,0.09442470199015267,0.18981842725601994,True,True,False,False,False,True,False,False,True,
6,1,1,1train,3,4,4test,CSP,mmd,0.10058399832782658,0.0626592845969609,0.14817206139660505,True,True,False,False,False,False,True,True,True,
6,1,1,1train,0,0,0train,logvar,mmd,0.17880921382879295,0.11115129299254288,0.2503675717485063,True,True,False,False,False,True,False,False,True,
6,1,1,1train,1,2,2train,logvar,mmd,0.1099732992821783,0.06819931300010512,0.16250293914504613,True,True,False,False,False,True,False,False,True,
6,1,1,1train,2,3,3test,logvar,mmd,0.09319085593112739,0.05752831549507156,0.13572208846523545,True,True,False,False,False,True,False,False,True,
6,1,1,1train,3,4,4test,logvar,mmd,0.0797193031915996,0.04637082856547029,0.13111313258443974,True,True,False,False,False,False,True,True,True,
6,1,1,1train,0,0,0train,TS,mmd,0.16104635855741095,0.09622119714526123,0.22827146175209448,False,False,True,True,False,False,False,False,False,normal
6,1,1,1train,1,2,2train,TS,mmd,0.12973223939429168,0.08369868934772617,0.196384335560403,True,True,False,False,True,True,False,False,False,normal
6,1,1,1train,2,3,3test,TS,mmd,0.07771093379009301,0.05617765815302527,0.10366313777916221,True,True,False,False,True,True,False,False,False,normal
6,1,1,1train,3,4,4test,TS,mmd,0.06761163254679117,0.03569333008803126,0.09567490127025857,True,True,False,False,True,False,True,True,False,normal
6,2,2,2train,0,0,0train,CSP,mmd,0.17378072229864455,0.1301810753000674,0.22599734582660258,False,False,True,True,False,False,False,False,False,normal
6,2,2,2train,1,1,1train,CSP,mmd,0.09678494167600599,0.06231873656352734,0.1408550803526296,True,True,False,False,True,True,False,False,False,normal
6,2,2,2train,2,3,3test,CSP,mmd,0.04249445749228034,0.02242729208728096,0.06733393691378785,True,True,False,False,True,False,True,True,False,normal
6,2,2,2train,3,4,4test,CSP,mmd,0.07494634998401209,0.048234327745853234,0.10436836403977676,True,True,False,False,True,True,False,False,False,normal
6,2,2,2train,0,0,0train,logvar,mmd,0.12074735478912013,0.06580252230156691,0.1853177557896233,False,False,True,True,False,False,False,False,False,normal
6,2,2,2train,1,1,1train,logvar,mmd,0.09557129156010728,0.056543612366404365,0.14295924178801492,False,False,True,True,False,False,False,False,False,normal
6,2,2,2train,2,3,3test,logvar,mmd,0.051783813188708276,0.023286204980089712,0.08999801933464106,True,True,False,False,True,True,False,False,False,normal
6,2,2,2train,3,4,4test,logvar,mmd,0.026539744035640526,0.012931720179465528,0.04817176005175756,True,True,False,False,True,False,True,True,False,normal
6,2,2,2train,0,0,0train,TS,mmd,0.10127378951185337,0.06997164323961813,0.13931720637450543,False,False,True,True,False,False,False,False,False,normal
6,2,2,2train,1,1,1train,TS,mmd,0.10389575780528526,0.07678567567373609,0.14199601269276857,False,False,True,True,False,False,False,False,False,normal
6,2,2,2train,2,3,3test,TS,mmd,0.05076171257310393,0.027981762154782507,0.07781578532649056,True,True,False,False,True,True,False,False,False,normal
6,2,2,2train,3,4,4test,TS,mmd,0.046311346007577504,0.03017775940923908,0.06637648928484804,True,True,False,False,True,False,True,True,False,normal
6,3,3,3test,0,0,0train,CSP,mmd,0.15415915582263817,0.11980168178487001,0.193236424791006,False,False,True,True,False,False,False,False,False,normal
6,3,3,3test,1,1,1train,CSP,mmd,0.08491558079835687,0.059873659907231466,0.12037497923649661,True,True,False,False,True,True,False,False,False,normal
6,3,3,3test,2,2,2train,CSP,mmd,0.04367339791868237,0.02520470429084962,0.07085398805428784,True,True,False,False,True,False,True,True,False,normal
6,3,3,3test,3,4,4test,CSP,mmd,0.05772230499215784,0.03892345652151812,0.07983271343421655,True,True,False,False,True,True,False,False,False,normal
6,3,3,3test,0,0,0train,logvar,mmd,0.16188262454533892,0.11378414466066321,0.22366585511175843,False,False,True,True,False,False,False,False,False,normal
6,3,3,3test,1,1,1train,logvar,mmd,0.08489078533487354,0.05955565838518883,0.11882106698401691,False,False,True,True,False,False,False,False,False,normal
6,3,3,3test,2,2,2train,logvar,mmd,0.05001774003689476,0.026991818739920966,0.08081445635873263,True,True,False,False,True,True,False,False,False,normal
6,3,3,3test,3,4,4test,logvar,mmd,0.03428061159901859,0.017331177461283796,0.056336070484738786,True,True,False,False,True,False,True,True,False,normal
6,3,3,3test,0,0,0train,TS,mmd,0.11382265179607508,0.08222347377250738,0.1518734491812022,False,False,True,True,False,False,False,False,False,normal
6,3,3,3test,1,1,1train,TS,mmd,0.06393869902414034,0.04689844943727651,0.08314414112484693,True,True,False,False,True,True,False,False,False,normal
6,3,3,3test,2,2,2train,TS,mmd,0.04983376907452154,0.031976289312207216,0.07497967439769648,True,True,False,False,True,True,False,False,False,normal
6,3,3,3test,3,4,4test,TS,mmd,0.031681495758149485,0.02017962048727358,0.04813843949899497,True,True,False,False,True,False,True,True,False,normal
6,4,4,4test,0,0,0train,CSP,mmd,0.05784640793410346,0.03707745118675732,0.08533704676907165,True,True,False,False,False,False,True,True,True,
6,4,4,4test,1,1,1train,CSP,mmd,0.07412178632375693,0.04997347495826351,0.10310176394012341,True,True,False,False,False,True,False,False,True,
6,4,4,4test,2,2,2train,CSP,mmd,0.06674905817172601,0.04212171090560448,0.10471852421835341,True,True,False,False,False,True,False,False,True,
6,4,4,4test,3,3,3test,CSP,mmd,0.0632421980676213,0.03885951997652845,0.09715785070317164,True,True,False,False,False,True,False,False,True,
6,4,4,4test,0,0,0train,logvar,mmd,0.09807765275903059,0.056202625043506094,0.1427391064460166,False,False,True,True,False,False,False,False,False,normal
6,4,4,4test,1,1,1train,logvar,mmd,0.08351106846697018,0.051473341166701166,0.11956899473158385,False,False,True,True,False,False,False,False,False,normal
6,4,4,4test,2,2,2train,logvar,mmd,0.0316821244910021,0.01587260478288315,0.051463641931600135,True,True,False,False,True,False,True,True,False,normal
