subject,dataset,pipeline,feature,classifier,da,method_row,pair_id,target_id,seed_used,dist_type,partition_mode,proxy_direction,borrowed_local_idx,borrowed_abs_idx,combiner,harmonize,score_mode,stage,local_idx,session_abs_idx,session_label,role,is_best,weight,dist_to_session,dist_est_method,dist_est,dist_lwr,dist_upr
60,stieger2021,DWP,CSP,lda,none,0,0,0,5432,mmd,,,,,,,kfold,weighting,0.0,1,2,weighted,False,0.18860079084425752,0.0,boot_mean,0.11419858106749982,inf,inf
60,stieger2021,DWP,CSP,lda,none,0,0,0,5432,mmd,,,,,,,kfold,final,0.0,1,2,train,False,0.18860079084425752,0.0,boot_mean,0.11419858106749982,inf,inf
60,stieger2021,DWP,CSP,lda,none,0,0,0,5432,mmd,,,,,,,kfold,weighting,1.0,2,3,weighted,False,0.20401645308322544,0.0,boot_mean,0.10556956050095728,inf,inf
60,stieger2021,DWP,CSP,lda,none,0,0,0,5432,mmd,,,,,,,kfold,final,1.0,2,3,train,False,0.20401645308322544,0.0,boot_mean,0.10556956050095728,inf,inf
60,stieger2021,DWP,CSP,lda,none,0,0,0,5432,mmd,,,,,,,kfold,weighting,2.0,3,4,weighted,False,0.10328265648680855,0.0,boot_mean,0.20853479909773387,inf,inf
60,stieger2021,DWP,CSP,lda,none,0,0,0,5432,mmd,,,,,,,kfold,final,2.0,3,4,train,False,0.10328265648680855,0.0,boot_mean,0.20853479909773387,inf,inf
60,stieger2021,DWP,CSP,lda,none,0,0,0,5432,mmd,,,,,,,kfold,weighting,3.0,4,5,weighted,False,0.16783374966758297,0.0,boot_mean,0.128329156157939,inf,inf
60,stieger2021,DWP,CSP,lda,none,0,0,0,5432,mmd,,,,,,,kfold,final,3.0,4,5,train,False,0.16783374966758297,0.0,boot_mean,0.128329156157939,inf,inf
60,stieger2021,DWP,CSP,lda,none,0,0,0,5432,mmd,,,,,,,kfold,weighting,4.0,5,6,weighted,False,0.17894373084146323,0.0,boot_mean,0.12036159220780002,inf,inf
60,stieger2021,DWP,CSP,lda,none,0,0,0,5432,mmd,,,,,,,kfold,final,4.0,5,6,train,False,0.17894373084146323,0.0,boot_mean,0.12036159220780002,inf,inf
60,stieger2021,DWP,CSP,lda,none,0,0,0,5432,mmd,,,,,,,kfold,weighting,5.0,6,7,weighted,False,0.15732261907666223,0.0,boot_mean,0.13690322540523547,inf,inf
60,stieger2021,DWP,CSP,lda,none,0,0,0,5432,mmd,,,,,,,kfold,final,5.0,6,7,train,False,0.15732261907666223,0.0,boot_mean,0.13690322540523547,inf,inf
60,stieger2021,DWP,CSP,lda,none,0,0,0,5432,mmd,,,,,,,kfold,weighting,,0,1,target,False,,,,,,
60,stieger2021,DWP,CSP,lda,none,0,0,0,5432,mmd,,,,,,,kfold,final,,0,1,target,False,,,,,,
60,stieger2021,DWP,CSP,lda,none,0,1,1,5463,mmd,,,,,,,kfold,weighting,0.0,0,1,weighted,False,0.21744213202483106,1.0,boot_mean,0.09786454966126118,inf,inf
60,stieger2021,DWP,CSP,lda,none,0,1,1,5463,mmd,,,,,,,kfold,final,0.0,0,1,train,False,0.21744213202483106,1.0,boot_mean,0.09786454966126118,inf,inf
